holdout	context_a	context_b	metric	n_pairs	mean_delta_b_minus_a	median_delta_b_minus_a	n_b_better	n_a_better	wilcoxon_statistic	wilcoxon_p
unseen_both	pathways_regulons	expression_pathways_regulons	test_synergy_auprc	5	-0.002905721127956884	-0.010040656455017227	1	4	5.0	0.625
unseen_both	regulons	expression_pathways	test_macro_f1	5	-0.013048058826534781	-0.010350717708742962	1	4	3.0	0.3125
unseen_both	regulons	expression_pathways	test_balanced_accuracy	5	-0.0092649643088487	-0.005503030966632683	1	4	3.0	0.3125
unseen_both	regulons	expression_pathways	test_macro_ovr_auroc	5	-0.024002332583153364	-0.03730529193057963	1	4	3.0	0.3125
unseen_both	regulons	expression_pathways	test_macro_auprc	5	-0.014667473061396341	-0.0267869437660887	1	4	3.0	0.3125
unseen_both	regulons	expression_pathways	test_antagonism_f1	5	-0.02786448122150928	-0.0186551891637933	1	4	4.0	0.4375
unseen_both	regulons	expression_pathways	test_antagonism_auroc	5	-0.031157189192919477	-0.03219050843656179	2	3	5.0	0.625
unseen_both	regulons	expression_pathways	test_antagonism_auprc	5	-0.01908507006307498	-0.01068232838358818	1	4	4.0	0.4375
unseen_both	regulons	expression_pathways	test_no_interaction_f1	5	-0.01652828948669489	-0.004674467396133086	2	3	5.0	0.625
unseen_both	regulons	expression_pathways	test_no_interaction_auroc	5	-0.019497701702917713	-0.010872407984176213	2	3	5.0	0.625
unseen_both	regulons	expression_pathways	test_no_interaction_auprc	5	-0.02213172324381516	-0.01050153292956979	2	3	3.0	0.3125
unseen_both	regulons	expression_pathways	test_synergy_f1	5	0.00524859422859984	0.0028100565379526043	4	1	5.0	0.625
unseen_both	regulons	expression_pathways	test_synergy_auroc	5	-0.021352106853622897	-0.02880482615353086	2	3	4.0	0.4375
unseen_both	regulons	expression_pathways	test_synergy_auprc	5	-0.0027856258772988585	-0.010632819929854626	2	3	6.0	0.8125
unseen_both	regulons	expression_pathways_regulons	test_macro_f1	5	-0.01149989097835068	-0.014670682362850629	1	4	3.0	0.3125
unseen_both	regulons	expression_pathways_regulons	test_balanced_accuracy	5	-0.005940586667945391	-0.004292484430386989	2	3	5.0	0.625
unseen_both	regulons	expression_pathways_regulons	test_macro_ovr_auroc	5	-0.009959266842581815	-0.019058469957942137	2	3	4.0	0.4375
unseen_both	regulons	expression_pathways_regulons	test_macro_auprc	5	-0.011657997311844004	-0.006244080588336587	1	4	2.0	0.1875
unseen_both	regulons	expression_pathways_regulons	test_antagonism_f1	5	-0.019568629363916245	-0.018638594325919577	1	4	3.0	0.3125
unseen_both	regulons	expression_pathways_regulons	test_antagonism_auroc	5	-0.005011740450640079	-0.03537041509954797	1	4	5.0	0.625
unseen_both	regulons	expression_pathways_regulons	test_antagonism_auprc	5	-0.01557636920012272	-0.005821749863449049	1	4	4.0	0.4375
unseen_both	regulons	expression_pathways_regulons	test_no_interaction_f1	5	-0.014240402608636437	-0.0015023327877565773	1	4	3.0	0.3125
unseen_both	regulons	expression_pathways_regulons	test_no_interaction_auroc	5	-0.004830635554480489	-0.00648011805770643	2	3	5.0	0.625
unseen_both	regulons	expression_pathways_regulons	test_no_interaction_auprc	5	-0.011618278121486058	-0.008384319032369025	1	4	1.0	0.125
unseen_both	regulons	expression_pathways_regulons	test_synergy_f1	5	-0.0006906409624993059	0.012807046423814694	3	2	6.0	0.8125
unseen_both	regulons	expression_pathways_regulons	test_synergy_auroc	5	-0.020035424522624835	-0.026039681564577366	2	3	3.0	0.3125
unseen_both	regulons	expression_pathways_regulons	test_synergy_auprc	5	-0.007779344613923239	-0.010440555888837494	2	3	4.0	0.4375
unseen_both	regulons	expression_regulons	test_macro_f1	5	-0.0033941348920985435	0.0050459694868238425	3	2	7.0	1.0
unseen_both	regulons	expression_regulons	test_balanced_accuracy	5	0.00013831334876743818	0.009767461706977787	3	2	6.0	0.8125
unseen_both	regulons	expression_regulons	test_macro_ovr_auroc	5	-0.006919884565432843	-0.01394318858558119	2	3	5.0	0.625
unseen_both	regulons	expression_regulons	test_macro_auprc	5	-0.010871103308258911	-0.00899472350317121	0	5	0.0	0.0625
unseen_both	regulons	expression_regulons	test_antagonism_f1	5	0.004649221714754015	0.01630693219026802	3	2	7.0	1.0
unseen_both	regulons	expression_regulons	test_antagonism_auroc	5	-0.0018868784721023713	0.013366559124944	4	1	5.0	0.625
unseen_both	regulons	expression_regulons	test_antagonism_auprc	5	0.00031122875460900536	0.0016242420309766081	3	2	7.0	1.0
unseen_both	regulons	expression_regulons	test_no_interaction_f1	5	-0.006828436106403868	0.007918349766377175	3	2	6.0	0.8125
unseen_both	regulons	expression_regulons	test_no_interaction_auroc	5	-0.01710974729659025	-0.021616633898443816	1	4	1.0	0.125
unseen_both	regulons	expression_regulons	test_no_interaction_auprc	5	-0.024372252481053236	-0.023767333606351748	0	5	0.0	0.0625
unseen_both	regulons	expression_regulons	test_synergy_f1	5	-0.00800319028464581	0.0006417542119044883	3	2	7.0	1.0
unseen_both	regulons	expression_regulons	test_synergy_auroc	5	-0.0017630279276058091	0.011218643988881283	3	2	7.0	1.0
unseen_both	regulons	expression_regulons	test_synergy_auprc	5	-0.00855228619833257	-0.010378829795972544	1	4	3.0	0.3125
unseen_both	regulons	pathways_regulons	test_macro_f1	5	-0.009821333201611448	0.0015639271929103193	3	2	6.0	0.8125
unseen_both	regulons	pathways_regulons	test_balanced_accuracy	5	-0.004573814915053565	-0.009791528975927166	2	3	6.0	0.8125
unseen_both	regulons	pathways_regulons	test_macro_ovr_auroc	5	-0.01762007510058674	-0.01904107092708962	1	4	1.0	0.125
unseen_both	regulons	pathways_regulons	test_macro_auprc	5	-0.01362608862368735	-0.014292472535721301	1	4	1.0	0.125
unseen_both	regulons	pathways_regulons	test_antagonism_f1	5	-0.00987198214523386	-0.02177120795430504	2	3	5.0	0.625
unseen_both	regulons	pathways_regulons	test_antagonism_auroc	5	0.007053379800559023	0.015695045892136217	4	1	5.0	0.625
unseen_both	regulons	pathways_regulons	test_antagonism_auprc	5	-0.011976901202793749	0.003266452750535942	3	2	6.0	0.8125
unseen_both	regulons	pathways_regulons	test_no_interaction_f1	5	-0.015576721480990563	-0.0022526906589531714	2	3	4.0	0.4375
unseen_both	regulons	pathways_regulons	test_no_interaction_auroc	5	-0.0249615757316038	-0.028317833842544826	1	4	1.0	0.125
unseen_both	regulons	pathways_regulons	test_no_interaction_auprc	5	-0.024027741182301953	-0.035007755327549295	1	4	1.0	0.125
unseen_both	regulons	pathways_regulons	test_synergy_f1	5	-0.004015295978609923	0.0008773858837362869	3	2	6.0	0.8125
unseen_both	regulons	pathways_regulons	test_synergy_auroc	5	-0.03495202937071555	-0.03484860901615405	1	4	1.0	0.125
unseen_both	regulons	pathways_regulons	test_synergy_auprc	5	-0.004873623485966355	-0.009538119378602855	1	4	5.0	0.625
unseen_cell_line	expression	expression_pathways	test_macro_f1	5	0.002594272712997181	-0.005068320031287876	2	3	6.0	0.8125
unseen_cell_line	expression	expression_pathways	test_balanced_accuracy	5	-0.0025042626697126423	-0.007070486036358625	1	4	5.0	0.625
unseen_cell_line	expression	expression_pathways	test_macro_ovr_auroc	5	-0.003579109928934221	0.0016413440665512535	3	2	7.0	1.0
unseen_cell_line	expression	expression_pathways	test_macro_auprc	5	0.003821396368225938	0.004028350686216209	4	1	2.0	0.1875
unseen_cell_line	expression	expression_pathways	test_antagonism_f1	5	7.619738668569464e-05	0.0027994688978963955	3	2	7.0	1.0
unseen_cell_line	expression	expression_pathways	test_antagonism_auroc	5	0.00012330754710434543	-0.0038317522925019887	2	3	7.0	1.0
unseen_cell_line	expression	expression_pathways	test_antagonism_auprc	5	0.005826988479949824	0.0022859474771547428	4	1	3.0	0.3125
unseen_cell_line	expression	expression_pathways	test_no_interaction_f1	5	0.00821047641487067	-0.0030404337097287293	2	3	7.0	1.0
unseen_cell_line	expression	expression_pathways	test_no_interaction_auroc	5	0.00038244617597742446	-0.01057863660988767	2	3	6.0	0.8125
unseen_cell_line	expression	expression_pathways	test_no_interaction_auprc	5	-0.00027996434313235505	-0.003527292526187553	2	3	7.0	1.0
unseen_cell_line	expression	expression_pathways	test_synergy_f1	5	-0.0005038556625649226	-0.0032944271987251916	1	4	5.0	0.625
unseen_cell_line	expression	expression_pathways	test_synergy_auroc	5	-0.01124308350988441	-0.011646804218534035	2	3	3.0	0.3125
unseen_cell_line	expression	expression_pathways	test_synergy_auprc	5	0.005917164967860361	0.006650641918881012	3	2	4.0	0.4375
unseen_cell_line	expression	expression_pathways_regulons	test_macro_f1	5	-0.002858389473110512	-9.433364593824933e-05	2	3	5.0	0.625
unseen_cell_line	expression	expression_pathways_regulons	test_balanced_accuracy	5	-0.012269023348617814	-0.022292379977750687	2	3	3.0	0.3125
unseen_cell_line	expression	expression_pathways_regulons	test_macro_ovr_auroc	5	-0.004927492505219777	-0.0012205342116321516	2	3	6.0	0.8125
unseen_cell_line	expression	expression_pathways_regulons	test_macro_auprc	5	-0.006847656569503857	-0.005978565052460916	1	4	1.0	0.125
unseen_cell_line	expression	expression_pathways_regulons	test_antagonism_f1	5	-0.004638658363680964	-0.006741676184423506	2	3	5.0	0.625
unseen_cell_line	expression	expression_pathways_regulons	test_antagonism_auroc	5	0.0032557962685322074	-0.003959490133725874	2	3	7.0	1.0
unseen_cell_line	expression	expression_pathways_regulons	test_antagonism_auprc	5	-0.012255158981475684	-0.008893635266054745	1	4	3.0	0.3125
unseen_cell_line	expression	expression_pathways_regulons	test_no_interaction_f1	5	0.00813138925011625	-0.0009697833079455043	2	3	6.0	0.8125
unseen_cell_line	expression	expression_pathways_regulons	test_no_interaction_auroc	5	-0.0012157334882295645	0.006981944898027503	3	2	6.0	0.8125
unseen_cell_line	expression	expression_pathways_regulons	test_no_interaction_auprc	5	-0.0006096462058912122	0.0011134958874958745	3	2	6.0	0.8125
unseen_cell_line	expression	expression_pathways_regulons	test_synergy_f1	5	-0.012067899305766882	-0.021850595728122424	1	4	2.0	0.1875
unseen_cell_line	expression	expression_pathways_regulons	test_synergy_auroc	5	-0.016822540295962064	-0.026728820786744434	1	4	4.0	0.4375
unseen_cell_line	expression	expression_pathways_regulons	test_synergy_auprc	5	-0.007678164521144682	-0.009360675359717935	1	4	4.0	0.4375
unseen_cell_line	expression	expression_regulons	test_macro_f1	5	0.003222607788334486	0.002097464789175052	3	2	6.0	0.8125
unseen_cell_line	expression	expression_regulons	test_balanced_accuracy	5	-0.0157473333711732	-0.010876686868914298	1	4	2.0	0.1875
unseen_cell_line	expression	expression_regulons	test_macro_ovr_auroc	5	-0.0029136182024153577	-0.0005839483322797046	2	3	7.0	1.0
unseen_cell_line	expression	expression_regulons	test_macro_auprc	5	-0.0022384472148328947	-0.006095907448258275	2	3	6.0	0.8125
unseen_cell_line	expression	expression_regulons	test_antagonism_f1	5	-0.008848495812132312	0.0046328578961411515	3	2	6.0	0.8125
unseen_cell_line	expression	expression_regulons	test_antagonism_auroc	5	-0.019173128047556685	-0.03238309552743879	1	4	2.0	0.1875
unseen_cell_line	expression	expression_regulons	test_antagonism_auprc	5	-0.004580601108188598	-0.008803318919123004	2	3	7.0	1.0
unseen_cell_line	expression	expression_regulons	test_no_interaction_f1	5	0.025636969059955474	0.012291557362514749	3	2	5.0	0.625
unseen_cell_line	expression	expression_regulons	test_no_interaction_auroc	5	0.006480223589689782	0.009422643534197195	4	1	4.0	0.4375
unseen_cell_line	expression	expression_regulons	test_no_interaction_auprc	5	0.001328177658292895	0.002942490827388844	4	1	5.0	0.625
unseen_cell_line	expression	expression_regulons	test_synergy_f1	5	-0.007120649882819763	-0.010632020891130689	2	3	5.0	0.625
unseen_cell_line	expression	expression_regulons	test_synergy_auroc	5	0.003952049850620721	-0.0055791655176080646	2	3	7.0	1.0
unseen_cell_line	expression	expression_regulons	test_synergy_auprc	5	-0.0034629181946028544	-0.0027548774793238195	2	3	6.0	0.8125
unseen_cell_line	expression	pathways	test_macro_f1	5	0.008151953204696017	0.006869495066500919	4	1	3.0	0.3125
unseen_cell_line	expression	pathways	test_balanced_accuracy	5	-0.005523374026119887	-0.00564351419235487	2	3	5.0	0.625
unseen_cell_line	expression	pathways	test_macro_ovr_auroc	5	0.008093659795452934	0.003046831689812679	3	2	7.0	1.0
unseen_cell_line	expression	pathways	test_macro_auprc	5	0.007634084629605242	0.0018258752845621284	4	1	3.0	0.3125
unseen_cell_line	expression	pathways	test_antagonism_f1	5	-0.007205370417958312	-0.0012224333202062732	2	3	4.0	0.4375
unseen_cell_line	expression	pathways	test_antagonism_auroc	5	-0.003283537242487333	0.014747268668827584	3	2	6.0	0.8125
unseen_cell_line	expression	pathways	test_antagonism_auprc	5	0.003198498004686434	0.008117929665828916	3	2	4.0	0.4375
unseen_cell_line	expression	pathways	test_no_interaction_f1	5	0.0191055304345924	0.021158671370142268	4	1	2.0	0.1875
unseen_cell_line	expression	pathways	test_no_interaction_auroc	5	-0.0035693726814657323	-0.0035374271635624233	2	3	7.0	1.0
unseen_cell_line	expression	pathways	test_no_interaction_auprc	5	-0.004025150996420446	-0.0036411366988550187	2	3	6.0	0.8125
unseen_cell_line	expression	pathways	test_synergy_f1	5	0.012555699597453885	0.01691078850102401	4	1	3.0	0.3125
unseen_cell_line	expression	pathways	test_synergy_auroc	5	0.031133889310311913	0.02188798093960409	3	2	4.0	0.4375
unseen_cell_line	expression	pathways	test_synergy_auprc	5	0.023728906880549638	0.018041766063069398	4	1	2.0	0.1875
unseen_cell_line	expression	pathways_regulons	test_macro_f1	5	0.023422814881971166	0.020149819978355354	5	0	0.0	0.0625
unseen_cell_line	expression	pathways_regulons	test_balanced_accuracy	5	0.010000638492587987	0.019005619413130503	3	2	5.0	0.625
unseen_cell_line	expression	pathways_regulons	test_macro_ovr_auroc	5	0.004267794099793387	0.003562452711034836	4	1	3.0	0.3125
unseen_cell_line	expression	pathways_regulons	test_macro_auprc	5	0.005840717837332354	0.007869571268018904	4	1	1.0	0.125
unseen_cell_line	expression	pathways_regulons	test_antagonism_f1	5	0.008004480904603683	0.0024676879451799305	3	2	5.0	0.625
unseen_cell_line	expression	pathways_regulons	test_antagonism_auroc	5	-0.027261095920166522	-0.03732230029013828	1	4	1.0	0.125
unseen_cell_line	expression	pathways_regulons	test_antagonism_auprc	5	-0.0005093945893898999	-0.0029732086965252313	2	3	7.0	1.0
unseen_cell_line	expression	pathways_regulons	test_no_interaction_f1	5	0.04206026968870076	0.04908539738294426	5	0	0.0	0.0625
unseen_cell_line	expression	pathways_regulons	test_no_interaction_auroc	5	0.014357806271921092	0.01564585806924823	5	0	0.0	0.0625
unseen_cell_line	expression	pathways_regulons	test_no_interaction_auprc	5	0.005493578010495148	0.004756206116715789	5	0	0.0	0.0625
unseen_cell_line	expression	pathways_regulons	test_synergy_f1	5	0.020203694052609113	0.024532223918625418	4	1	1.0	0.125
unseen_cell_line	expression	pathways_regulons	test_synergy_auroc	5	0.02570667194762557	0.03951186020159725	4	1	2.0	0.1875
unseen_cell_line	expression	pathways_regulons	test_synergy_auprc	5	0.012537970090891882	0.006527694628178871	3	2	4.0	0.4375
unseen_cell_line	expression	regulons	test_macro_f1	5	0.002345210919001417	8.496094543397614e-06	3	2	6.0	0.8125
unseen_cell_line	expression	regulons	test_balanced_accuracy	5	0.0016625007745345588	-0.0019289626711939123	1	4	5.0	0.625
unseen_cell_line	expression	regulons	test_macro_ovr_auroc	5	0.016860590820984855	0.01672856578622406	4	1	1.0	0.125
unseen_cell_line	expression	regulons	test_macro_auprc	5	0.008988576291749938	0.004452726939151719	5	0	0.0	0.0625
unseen_cell_line	expression	regulons	test_antagonism_f1	5	-0.005120684294080436	-0.006016264747948363	2	3	3.0	0.3125
unseen_cell_line	expression	regulons	test_antagonism_auroc	5	0.006404726885659318	0.015711910118888617	3	2	6.0	0.8125
unseen_cell_line	expression	regulons	test_antagonism_auprc	5	-0.001802616281983338	-0.010484866113872504	2	3	6.0	0.8125
unseen_cell_line	expression	regulons	test_no_interaction_f1	5	0.0016090134025585011	-0.015349159009563795	2	3	6.0	0.8125
unseen_cell_line	expression	regulons	test_no_interaction_auroc	5	0.005038334421652979	0.005492930782239447	4	1	4.0	0.4375
unseen_cell_line	expression	regulons	test_no_interaction_auprc	5	0.0010096015733639606	0.00023549511445575266	4	1	4.0	0.4375
unseen_cell_line	expression	regulons	test_synergy_f1	5	0.010547303648526107	0.002444818137843585	3	2	5.0	0.625
unseen_cell_line	expression	regulons	test_synergy_auroc	5	0.03913871115564225	0.023103379536625446	5	0	0.0	0.0625
unseen_cell_line	expression	regulons	test_synergy_auprc	5	0.02775874358386914	0.02948145221092391	5	0	0.0	0.0625
unseen_cell_line	expression_pathways	expression_pathways_regulons	test_macro_f1	5	-0.005452662186107693	-0.0020752481876697426	2	3	6.0	0.8125
unseen_cell_line	expression_pathways	expression_pathways_regulons	test_balanced_accuracy	5	-0.00976476067890517	-0.01329858638886483	1	4	2.0	0.1875
unseen_cell_line	expression_pathways	expression_pathways_regulons	test_macro_ovr_auroc	5	-0.0013483825762855561	-0.004194583203377733	1	4	5.0	0.625
unseen_cell_line	expression_pathways	expression_pathways_regulons	test_macro_auprc	5	-0.010669052937729795	-0.011213678186691334	0	5	0.0	0.0625
unseen_cell_line	expression_pathways	expression_pathways_regulons	test_antagonism_f1	5	-0.004714855750366659	-0.00856232279256064	2	3	7.0	1.0
unseen_cell_line	expression_pathways	expression_pathways_regulons	test_antagonism_auroc	5	0.003132488721427862	0.010010320223398317	3	2	6.0	0.8125
unseen_cell_line	expression_pathways	expression_pathways_regulons	test_antagonism_auprc	5	-0.01808214746142551	-0.01527308448101608	1	4	2.0	0.1875
unseen_cell_line	expression_pathways	expression_pathways_regulons	test_no_interaction_f1	5	-7.908716475442112e-05	0.010407371170772506	3	2	7.0	1.0
unseen_cell_line	expression_pathways	expression_pathways_regulons	test_no_interaction_auroc	5	-0.001598179664206989	-0.004320209186723267	1	4	5.0	0.625
unseen_cell_line	expression_pathways	expression_pathways_regulons	test_no_interaction_auprc	5	-0.00032968186275885716	-0.000704975988548906	1	4	5.0	0.625
unseen_cell_line	expression_pathways	expression_pathways_regulons	test_synergy_f1	5	-0.01156404364320196	-0.021728536484258543	1	4	5.0	0.625
unseen_cell_line	expression_pathways	expression_pathways_regulons	test_synergy_auroc	5	-0.005579456786077653	-0.018074221545669622	1	4	5.0	0.625
unseen_cell_line	expression_pathways	expression_pathways_regulons	test_synergy_auprc	5	-0.013595329489005043	-0.022494466341005853	1	4	2.0	0.1875
unseen_cell_line	expression_pathways	expression_regulons	test_macro_f1	5	0.0006283350753373051	0.007165784820462928	3	2	7.0	1.0
unseen_cell_line	expression_pathways	expression_regulons	test_balanced_accuracy	5	-0.013243070701460557	-0.0009862416528779727	2	3	5.0	0.625
unseen_cell_line	expression_pathways	expression_regulons	test_macro_ovr_auroc	5	0.0006654917265188631	0.011670281660473902	3	2	6.0	0.8125
unseen_cell_line	expression_pathways	expression_regulons	test_macro_auprc	5	-0.006059843583058833	-0.010124258134474484	2	3	4.0	0.4375
unseen_cell_line	expression_pathways	expression_regulons	test_antagonism_f1	5	-0.008924693198818006	-0.00646094953200288	2	3	5.0	0.625
unseen_cell_line	expression_pathways	expression_regulons	test_antagonism_auroc	5	-0.019296435594661033	-0.022703760176310595	2	3	3.0	0.3125
unseen_cell_line	expression_pathways	expression_regulons	test_antagonism_auprc	5	-0.010407589588138422	-0.011089266396277747	1	4	3.0	0.3125
unseen_cell_line	expression_pathways	expression_regulons	test_no_interaction_f1	5	0.0174264926450848	0.02595362548936453	3	2	4.0	0.4375
unseen_cell_line	expression_pathways	expression_regulons	test_no_interaction_auroc	5	0.006097777413712357	-0.002979662849225573	2	3	6.0	0.8125
unseen_cell_line	expression_pathways	expression_regulons	test_no_interaction_auprc	5	0.00160814200142525	-0.0016554663664785085	2	3	6.0	0.8125
unseen_cell_line	expression_pathways	expression_regulons	test_synergy_f1	5	-0.00661679422025484	-0.006289660026220445	2	3	6.0	0.8125
unseen_cell_line	expression_pathways	expression_regulons	test_synergy_auroc	5	0.01519513336050513	0.02714874613024687	3	2	5.0	0.625
unseen_cell_line	expression_pathways	expression_regulons	test_synergy_auprc	5	-0.009380083162463216	-0.015005407552665856	2	3	4.0	0.4375
unseen_cell_line	expression_pathways	pathways_regulons	test_macro_f1	5	0.020828542168973986	0.01884016291034929	5	0	0.0	0.0625
unseen_cell_line	expression_pathways	pathways_regulons	test_balanced_accuracy	5	0.01250490116230063	0.03389308759966536	3	2	3.0	0.3125
unseen_cell_line	expression_pathways	pathways_regulons	test_macro_ovr_auroc	5	0.007846904028727609	0.008240780852378782	4	1	1.0	0.125
unseen_cell_line	expression_pathways	pathways_regulons	test_macro_auprc	5	0.0020193214691064166	0.004293458809292439	3	2	5.0	0.625
unseen_cell_line	expression_pathways	pathways_regulons	test_antagonism_f1	5	0.00792828351791799	-0.011139654568999124	2	3	6.0	0.8125
unseen_cell_line	expression_pathways	pathways_regulons	test_antagonism_auroc	5	-0.02738440346727087	-0.024741542293793328	1	4	1.0	0.125
unseen_cell_line	expression_pathways	pathways_regulons	test_antagonism_auprc	5	-0.006336383069339724	0.0005901788642720951	3	2	7.0	1.0
unseen_cell_line	expression_pathways	pathways_regulons	test_no_interaction_f1	5	0.03384979327383009	0.028806479687382702	4	1	2.0	0.1875
unseen_cell_line	expression_pathways	pathways_regulons	test_no_interaction_auroc	5	0.013975360095943667	0.016778067258305662	4	1	2.0	0.1875
unseen_cell_line	expression_pathways	pathways_regulons	test_no_interaction_auprc	5	0.005773542353627504	0.005134809611392899	4	1	2.0	0.1875
unseen_cell_line	expression_pathways	pathways_regulons	test_synergy_f1	5	0.020707549715174033	0.018015260406286038	3	2	3.0	0.3125
unseen_cell_line	expression_pathways	pathways_regulons	test_synergy_auroc	5	0.03694975545750998	0.02922184835379793	5	0	0.0	0.0625
unseen_cell_line	expression_pathways	pathways_regulons	test_synergy_auprc	5	0.00662080512303152	0.003961879639179933	3	2	5.0	0.625
unseen_cell_line	expression_regulons	expression_pathways_regulons	test_macro_f1	5	-0.006080997261444998	0.00021383661926172026	3	2	7.0	1.0
unseen_cell_line	expression_regulons	expression_pathways_regulons	test_balanced_accuracy	5	0.0034783100225553865	0.006634626568091662	3	2	7.0	1.0
unseen_cell_line	expression_regulons	expression_pathways_regulons	test_macro_ovr_auroc	5	-0.0020138743028044193	0.00695887775112769	3	2	7.0	1.0
unseen_cell_line	expression_regulons	expression_pathways_regulons	test_macro_auprc	5	-0.004609209354670962	0.003437554006487986	3	2	6.0	0.8125
unseen_cell_line	expression_regulons	expression_pathways_regulons	test_antagonism_f1	5	0.004209837448451348	0.020909110970965955	3	2	7.0	1.0
unseen_cell_line	expression_regulons	expression_pathways_regulons	test_antagonism_auroc	5	0.022428924316088894	0.034707468163499344	3	2	3.0	0.3125
unseen_cell_line	expression_regulons	expression_pathways_regulons	test_antagonism_auprc	5	-0.007674557873287085	-0.010192914814876664	2	3	5.0	0.625
unseen_cell_line	expression_regulons	expression_pathways_regulons	test_no_interaction_f1	5	-0.017505579809839224	-0.015546254318592023	2	3	5.0	0.625
unseen_cell_line	expression_regulons	expression_pathways_regulons	test_no_interaction_auroc	5	-0.007695957077919346	-0.0036406412116652964	0	5	0.0	0.0625
unseen_cell_line	expression_regulons	expression_pathways_regulons	test_no_interaction_auprc	5	-0.0019378238641841073	-0.0008709997846921835	2	3	5.0	0.625
unseen_cell_line	expression_regulons	expression_pathways_regulons	test_synergy_f1	5	-0.00494724942294712	-0.011218574836991735	2	3	5.0	0.625
unseen_cell_line	expression_regulons	expression_pathways_regulons	test_synergy_auroc	5	-0.020774590146582783	-0.018997950458602753	2	3	4.0	0.4375
unseen_cell_line	expression_regulons	expression_pathways_regulons	test_synergy_auprc	5	-0.004215246326541827	-0.0038285843988991597	2	3	5.0	0.625
unseen_cell_line	expression_regulons	pathways_regulons	test_macro_f1	5	0.02020020709363668	0.015222559030695026	4	1	2.0	0.1875
unseen_cell_line	expression_regulons	pathways_regulons	test_balanced_accuracy	5	0.02574797186376119	0.0298823062820448	5	0	0.0	0.0625
unseen_cell_line	expression_regulons	pathways_regulons	test_macro_ovr_auroc	5	0.007181412302208745	-0.0003121714296794309	2	3	7.0	1.0
unseen_cell_line	expression_regulons	pathways_regulons	test_macro_auprc	5	0.008079165052165249	0.014417716943766923	4	1	2.0	0.1875
unseen_cell_line	expression_regulons	pathways_regulons	test_antagonism_f1	5	0.016852976716735996	0.0143226183913239	4	1	2.0	0.1875
unseen_cell_line	expression_regulons	pathways_regulons	test_antagonism_auroc	5	-0.008087967872609837	0.0014080933360095527	3	2	6.0	0.8125
unseen_cell_line	expression_regulons	pathways_regulons	test_antagonism_auprc	5	0.0040712065187986975	0.004266584946747948	4	1	5.0	0.625
unseen_cell_line	expression_regulons	pathways_regulons	test_no_interaction_f1	5	0.016423300628745287	-0.009471924466005643	2	3	7.0	1.0
unseen_cell_line	expression_regulons	pathways_regulons	test_no_interaction_auroc	5	0.00787758268223131	0.0052250519865032485	4	1	1.0	0.125
unseen_cell_line	expression_regulons	pathways_regulons	test_no_interaction_auprc	5	0.004165400352202253	0.0038568232655546986	5	0	0.0	0.0625
unseen_cell_line	expression_regulons	pathways_regulons	test_synergy_f1	5	0.027324343935428874	0.024304920432506483	5	0	0.0	0.0625
unseen_cell_line	expression_regulons	pathways_regulons	test_synergy_auroc	5	0.02175462209700485	0.010127154203534827	3	2	4.0	0.4375
unseen_cell_line	expression_regulons	pathways_regulons	test_synergy_auprc	5	0.016000888285494737	0.017591229483983728	4	1	2.0	0.1875
unseen_cell_line	pathways	expression_pathways	test_macro_f1	5	-0.005557680491698835	-0.004691913684988169	2	3	6.0	0.8125
unseen_cell_line	pathways	expression_pathways	test_balanced_accuracy	5	0.0030191113564072445	-0.0014269718440037549	2	3	7.0	1.0
unseen_cell_line	pathways	expression_pathways	test_macro_ovr_auroc	5	-0.011672769724387156	-0.007296945300190538	2	3	6.0	0.8125
unseen_cell_line	pathways	expression_pathways	test_macro_auprc	5	-0.0038126882613793043	-0.004963162273783295	2	3	7.0	1.0
unseen_cell_line	pathways	expression_pathways	test_antagonism_f1	5	0.007281567804644007	0.0025117252115606226	4	1	3.0	0.3125
unseen_cell_line	pathways	expression_pathways	test_antagonism_auroc	5	0.0034068447895916785	0.009070822150126667	4	1	5.0	0.625
unseen_cell_line	pathways	expression_pathways	test_antagonism_auprc	5	0.0026284904752633897	0.004160481141271988	3	2	5.0	0.625
unseen_cell_line	pathways	expression_pathways	test_no_interaction_f1	5	-0.010895054019721729	-0.015047920269639192	1	4	5.0	0.625
unseen_cell_line	pathways	expression_pathways	test_no_interaction_auroc	5	0.003951818857443157	-0.007140897143231073	2	3	6.0	0.8125
unseen_cell_line	pathways	expression_pathways	test_no_interaction_auprc	5	0.0037451866532880905	-0.001645905018714422	2	3	7.0	1.0
unseen_cell_line	pathways	expression_pathways	test_synergy_f1	5	-0.013059555260018807	-0.010569526620034186	2	3	5.0	0.625
unseen_cell_line	pathways	expression_pathways	test_synergy_auroc	5	-0.042376972820196326	-0.011597969091804772	1	4	3.0	0.3125
unseen_cell_line	pathways	expression_pathways	test_synergy_auprc	5	-0.017811741912689277	-0.011391124144188386	1	4	3.0	0.3125
unseen_cell_line	pathways	expression_pathways_regulons	test_macro_f1	5	-0.011010342677806529	-0.0069638287124391685	1	4	1.0	0.125
unseen_cell_line	pathways	expression_pathways_regulons	test_balanced_accuracy	5	-0.006745649322497926	-0.02356212207177555	2	3	7.0	1.0
unseen_cell_line	pathways	expression_pathways_regulons	test_macro_ovr_auroc	5	-0.013021152300672712	-0.019918355375794783	2	3	4.0	0.4375
