holdout	context_config	context_label	metric	n_pairs	mean_delta	sd_delta	median_delta	min_delta	max_delta	n_improved	n_worsened	wilcoxon_statistic	wilcoxon_p
unseen_cell_line	regulons	Regulons only	test_balanced_accuracy	5	0.004166763444247201	0.009382384806295933	0.006290576416973392	-0.007735621385066782	0.015177245975681264	3	2	4.0	0.4375
unseen_cell_line	regulons	Regulons only	test_macro_ovr_auroc	5	0.020439700749919076	0.023984852114932877	0.021406893927568005	-0.004723693868031176	0.04620886292883619	3	2	3.0	0.3125
unseen_cell_line	regulons	Regulons only	test_macro_auprc	5	0.005167179923524001	0.010158897283480111	0.004781773147760682	-0.004812482065982893	0.021519090677045827	3	2	4.0	0.4375
unseen_cell_line	regulons	Regulons only	test_antagonism_f1	5	-0.00519688168076613	0.014774106917238624	-0.00980856219922821	-0.024055711864663376	0.012808176983971908	2	3	5.0	0.625
unseen_cell_line	regulons	Regulons only	test_antagonism_auroc	5	0.006281419338554972	0.047963983114842706	-0.02278241939122838	-0.03740645660767561	0.07165298592237734	2	3	6.0	0.8125
unseen_cell_line	regulons	Regulons only	test_antagonism_auprc	5	-0.007629604761933162	0.02809103301757323	-0.006921478553075178	-0.036366465377587254	0.03710017980755584	1	4	5.0	0.625
unseen_cell_line	regulons	Regulons only	test_no_interaction_f1	5	-0.00660146301231217	0.050596571424488396	-0.028402109642744255	-0.04624204970598511	0.07898392577310054	1	4	5.0	0.625
unseen_cell_line	regulons	Regulons only	test_no_interaction_auroc	5	0.004655888245675555	0.0096400409786453	0.0018098214846453686	-0.00803394591688844	0.016071567392127117	4	1	3.0	0.3125
unseen_cell_line	regulons	Regulons only	test_no_interaction_auprc	5	0.0012895659164963158	0.0028424225102015705	0.0003981092019724741	-0.002212876535851782	0.004626281931538578	3	2	4.0	0.4375
unseen_cell_line	regulons	Regulons only	test_synergy_f1	5	0.01105115931109103	0.012235637902630138	0.008792628858817653	-0.005215349739912278	0.027509848467770992	4	1	1.0	0.125
unseen_cell_line	regulons	Regulons only	test_synergy_auroc	5	0.050381794665526655	0.03472172337454009	0.05461031548343076	0.012813367688826127	0.08555557099825217	5	0	0.0	0.0625
unseen_cell_line	regulons	Regulons only	test_synergy_auprc	5	0.02184157861600878	0.0030339473550659553	0.022830810292042897	0.016818438298081384	0.024746887506859716	5	0	0.0	0.0625
unseen_drug	expression	Expression only	test_macro_f1	5	-0.0011044402103919104	0.012526922844564985	-0.00887754563696097	-0.011060431448803865	0.017388140209407932	2	3	6.0	0.8125
unseen_drug	expression	Expression only	test_balanced_accuracy	5	0.015593682054409497	0.01224433748589729	0.019416383493163325	0.0019494758733724638	0.027464537842200598	5	0	0.0	0.0625
unseen_drug	expression	Expression only	test_macro_ovr_auroc	5	0.014040328088825382	0.010592372909335165	0.00915859759001858	0.004618482773181998	0.02718153100081866	5	0	0.0	0.0625
unseen_drug	expression	Expression only	test_macro_auprc	5	-0.002380259405195084	0.016328868847566517	0.0046415903453672636	-0.026007440302368234	0.015084754965862923	3	2	7.0	1.0
unseen_drug	expression	Expression only	test_antagonism_f1	5	0.005440492235682426	0.023185036452720416	-0.002985135292578489	-0.017170876338817864	0.031100750029209978	2	3	6.0	0.8125
unseen_drug	expression	Expression only	test_antagonism_auroc	5	0.018991383158580823	0.01952654610889896	0.012783995157717443	0.0016361705806738902	0.05100670948983166	5	0	0.0	0.0625
unseen_drug	expression	Expression only	test_antagonism_auprc	5	-0.01517792799134048	0.03613413585989822	-0.01479101199603805	-0.06641425641004528	0.02127551640941827	2	3	5.0	0.625
unseen_drug	expression	Expression only	test_no_interaction_f1	5	-0.008166346147004556	0.011867044640679168	-0.008120795528475777	-0.020978306746881836	0.009753561047576076	1	4	3.0	0.3125
unseen_drug	expression	Expression only	test_no_interaction_auroc	5	0.016188887776164652	0.011730733598309815	0.018058353906456714	-0.0033010618403617187	0.02805309506095588	4	1	1.0	0.125
unseen_drug	expression	Expression only	test_no_interaction_auprc	5	0.006155612954131228	0.0033034605078838945	0.007131571217081301	0.0012089780807269523	0.008971065249993693	5	0	0.0	0.0625
unseen_drug	expression	Expression only	test_synergy_f1	5	-0.0005874667198536354	0.006731575405350915	-0.00372251039863164	-0.0044088435009979055	0.011310109551437797	1	4	5.0	0.625
unseen_drug	expression	Expression only	test_synergy_auroc	5	0.00694071333173063	0.014671835087162076	0.0030685500755710526	-0.009056891750465756	0.030830164090967616	4	1	4.0	0.4375
unseen_drug	expression	Expression only	test_synergy_auprc	5	0.0018815368216239304	0.019504508183998303	-0.003814267104722102	-0.02053624643813068	0.028111542312986904	2	3	7.0	1.0
unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	test_macro_f1	5	-0.003460365487136641	0.016807351928838712	-0.00990373967401692	-0.02195413727814477	0.01889731497767355	2	3	5.0	0.625
unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	test_balanced_accuracy	5	-0.008521857888771222	0.028399117286618984	0.007678596122298709	-0.05149923971424808	0.014765429501270355	3	2	6.0	0.8125
unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	test_macro_ovr_auroc	5	-0.004436668384422226	0.020058166215943696	-0.009235405650135031	-0.02910635826860619	0.019641557778788177	2	3	6.0	0.8125
unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	test_macro_auprc	5	-0.0057821534971712165	0.01625089743167811	-0.009305533441961833	-0.025464887814280912	0.011187700384458599	2	3	5.0	0.625
unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	test_antagonism_f1	5	-0.01134019666727495	0.03132044551566927	-0.026951047483042778	-0.0398654370078414	0.034754912648282954	2	3	5.0	0.625
unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	test_antagonism_auroc	5	-0.0038651992634852307	0.03811458240114415	0.010364908547247476	-0.05128725995582484	0.036606522799064956	3	2	6.0	0.8125
unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	test_antagonism_auprc	5	-0.010316495062736186	0.03178783973242949	0.0017923938210990253	-0.048042811838272304	0.018231389164626965	3	2	6.0	0.8125
unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	test_no_interaction_f1	5	0.0016880724110740707	0.017105447835247565	-0.0011637027238808884	-0.02074903400667849	0.01928865626435905	2	3	7.0	1.0
unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	test_no_interaction_auroc	5	-0.006414159248937979	0.030443353022649316	0.007979745862471632	-0.04172416053793748	0.0226292004578037	3	2	6.0	0.8125
unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	test_no_interaction_auprc	5	-0.0024352692645195793	0.010446731851027754	0.001023380725452272	-0.013961628058083542	0.007054715960646218	3	2	6.0	0.8125
unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	test_synergy_f1	5	-0.0007289722052090664	0.018327833085447588	-0.00702010210989612	-0.013560689334639997	0.031607350502248444	1	4	5.0	0.625
unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	test_synergy_auroc	5	-0.003030646640843426	0.010910321598859213	0.0009518425476159331	-0.015402753403895297	0.006725396203048684	3	2	6.0	0.8125
unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	test_synergy_auprc	5	-0.00459469616425785	0.01433231403166263	-0.014155238464511888	-0.01574736608890115	0.012389565067380759	2	3	3.0	0.3125
unseen_drug	expression_regulons	Expression + regulons	test_macro_f1	5	0.0077721664997026044	0.01713312766788482	0.010984346984321158	-0.016012260804600165	0.023632671284150475	3	2	4.0	0.4375
unseen_drug	expression_regulons	Expression + regulons	test_balanced_accuracy	5	0.015135259483352703	0.01749220158443099	0.014303979714263892	-0.01221300436108852	0.03189823694161287	4	1	1.0	0.125
unseen_drug	expression_regulons	Expression + regulons	test_macro_ovr_auroc	5	0.016232402754559082	0.011227989760099276	0.018635332972161023	0.00257653888970788	0.0289969861118462	5	0	0.0	0.0625
unseen_drug	expression_regulons	Expression + regulons	test_macro_auprc	5	0.002932825388759186	0.00912829718468878	0.004450631425596097	-0.010294719573612165	0.013421434117567355	3	2	5.0	0.625
unseen_drug	expression_regulons	Expression + regulons	test_antagonism_f1	5	0.015703988388859013	0.02341163364123498	0.01584677513545807	-0.015570409827699416	0.0449501893412127	4	1	2.0	0.1875
unseen_drug	expression_regulons	Expression + regulons	test_antagonism_auroc	5	0.02721538817479563	0.03276624517386833	0.019769179043746532	-0.003760668973981529	0.06353180256362856	3	2	3.0	0.3125
unseen_drug	expression_regulons	Expression + regulons	test_antagonism_auprc	5	0.00580997200664769	0.0339841461630488	0.01871624449939685	-0.0521353472284265	0.033055740292688374	4	1	5.0	0.625
unseen_drug	expression_regulons	Expression + regulons	test_no_interaction_f1	5	0.0011103437195885356	0.018286937537536477	0.006394290059361429	-0.027973271882502537	0.01898933309510531	3	2	6.0	0.8125
unseen_drug	expression_regulons	Expression + regulons	test_no_interaction_auroc	5	0.012259285128252074	0.015206216210572897	0.011196725365379745	-0.008098139397026749	0.031316763823001526	4	1	2.0	0.1875
unseen_drug	expression_regulons	Expression + regulons	test_no_interaction_auprc	5	0.005209198273364124	0.004686119327534876	0.006131229208406919	-0.0010128967955626011	0.010619913587489926	4	1	1.0	0.125
unseen_drug	expression_regulons	Expression + regulons	test_synergy_f1	5	0.006502167390660252	0.020965094820629287	0.006830509671871099	-0.023346216551995036	0.03440369698671736	4	1	4.0	0.4375
unseen_drug	expression_regulons	Expression + regulons	test_synergy_auroc	5	0.00922253496062957	0.007928497373248349	0.005780417621854772	0.0015515029700229332	0.021145290263083316	5	0	0.0	0.0625
unseen_drug	expression_regulons	Expression + regulons	test_synergy_auprc	5	-0.0022206941137342786	0.012009565273643006	-0.007138997303294592	-0.013599804258281556	0.015119959299183305	2	3	6.0	0.8125
unseen_drug	pathways	Pathways only	test_macro_f1	5	-0.01691809493711869	0.02619432009670608	-0.015454794326726806	-0.057550100009980065	0.010832024816260888	2	3	3.0	0.3125
unseen_drug	pathways	Pathways only	test_balanced_accuracy	5	-0.00937851874446416	0.02036846635974518	-0.004676097693988357	-0.04366681336173206	0.011118507161185676	1	4	4.0	0.4375
unseen_drug	pathways	Pathways only	test_macro_ovr_auroc	5	-0.009352559671996153	0.017767279778791827	-0.010044506316208235	-0.026109698780504287	0.01661200633542803	1	4	3.0	0.3125
unseen_drug	pathways	Pathways only	test_macro_auprc	5	-0.0018201574716631308	0.012721266641920227	0.004452138778456183	-0.01638597508733708	0.009171745558654743	3	2	6.0	0.8125
unseen_drug	pathways	Pathways only	test_antagonism_f1	5	0.003572858106692778	0.0329578013862303	0.01393875390948257	-0.039098400365634334	0.04363985555576516	3	2	7.0	1.0
unseen_drug	pathways	Pathways only	test_antagonism_auroc	5	0.002120756454120021	0.034068295575991864	-0.0026546728042748935	-0.03500819898910801	0.050297790270942055	2	3	7.0	1.0
unseen_drug	pathways	Pathways only	test_antagonism_auprc	5	0.012719641394169557	0.036665681783170076	0.014374147946766669	-0.03345403380315237	0.05237271872212235	3	2	4.0	0.4375
unseen_drug	pathways	Pathways only	test_no_interaction_f1	5	-0.021423262864114067	0.03182770506720821	-0.004282823924052659	-0.07509357054169186	0.00033519031773177055	1	4	1.0	0.125
unseen_drug	pathways	Pathways only	test_no_interaction_auroc	5	-0.01655615811396873	0.014656366352610419	-0.014870970570644682	-0.03422301593292887	0.005411260308759824	1	4	1.0	0.125
unseen_drug	pathways	Pathways only	test_no_interaction_auprc	5	-0.0061930807537684315	0.006253326866828193	-0.007626250795045197	-0.012341683403162107	0.0036078838690262183	1	4	1.0	0.125
unseen_drug	pathways	Pathways only	test_synergy_f1	5	-0.03290388005393484	0.02631214149904043	-0.024200051777763965	-0.07748652309558451	-0.011478971424714157	0	5	0.0	0.0625
unseen_drug	pathways	Pathways only	test_synergy_auroc	5	-0.01362227735613979	0.009119561045666278	-0.011241903112739093	-0.029289199378227937	-0.005873031573418008	0	5	0.0	0.0625
unseen_drug	pathways	Pathways only	test_synergy_auprc	5	-0.011987033055390506	0.013986531871849195	-0.018466241958108365	-0.022967044468179376	0.009533204860171007	1	4	2.0	0.1875
unseen_drug	pathways_regulons	Pathways + regulons	test_macro_f1	5	0.00597293225615605	0.012152617141763668	0.006856195612705118	-0.010587498698546804	0.018050320479429005	3	2	4.0	0.4375
unseen_drug	pathways_regulons	Pathways + regulons	test_balanced_accuracy	5	0.005671698733236741	0.011652447036782818	0.00114021710835166	-0.008631380934003063	0.018019802857663803	4	1	3.0	0.3125
unseen_drug	pathways_regulons	Pathways + regulons	test_macro_ovr_auroc	5	0.006977897742594852	0.01312424874659372	0.012747955697976043	-0.013465773461495911	0.01967007887650396	4	1	3.0	0.3125
unseen_drug	pathways_regulons	Pathways + regulons	test_macro_auprc	5	0.003925195118222535	0.016193703472105705	0.003232037553554279	-0.01113892851632492	0.027705000897082277	3	2	7.0	1.0
unseen_drug	pathways_regulons	Pathways + regulons	test_antagonism_f1	5	0.003832228143342853	0.024472498317712327	0.006889436063293064	-0.03579537546248468	0.026947660655365913	4	1	5.0	0.625
unseen_drug	pathways_regulons	Pathways + regulons	test_antagonism_auroc	5	0.0051281062962627464	0.03110806100098659	0.0013972329331356503	-0.04089371519981033	0.03523087615022169	3	2	7.0	1.0
unseen_drug	pathways_regulons	Pathways + regulons	test_antagonism_auprc	5	-0.005854657044616185	0.029324636461949324	-0.01350491519125735	-0.04103896381697303	0.03833136595231734	2	3	5.0	0.625
unseen_drug	pathways_regulons	Pathways + regulons	test_no_interaction_f1	5	0.004209793477557011	0.010301642144409939	0.008360896303326149	-0.006738816857410623	0.015486195637802513	3	2	3.0	0.3125
unseen_drug	pathways_regulons	Pathways + regulons	test_no_interaction_auroc	5	0.005079439761801541	0.012667435846474144	-0.002194054718478222	-0.006044033649262981	0.02103667735130177	2	3	6.0	0.8125
unseen_drug	pathways_regulons	Pathways + regulons	test_no_interaction_auprc	5	0.0015272781180436957	0.005324306074970744	0.0008599077914096531	-0.0037986650302819225	0.008620585129559322	3	2	5.0	0.625
unseen_drug	pathways_regulons	Pathways + regulons	test_synergy_f1	5	0.00987677514756825	0.008534369544256492	0.010728677288782962	-0.0039464011565252255	0.01833065146910068	4	1	1.0	0.125
unseen_drug	pathways_regulons	Pathways + regulons	test_synergy_auroc	5	0.010726147169720247	0.009092312077572638	0.009295889279902436	0.0026904495338005985	0.024354205901376602	5	0	0.0	0.0625
unseen_drug	pathways_regulons	Pathways + regulons	test_synergy_auprc	5	0.01610296428124024	0.02169860836485553	0.014580442722361031	-0.016582262648159207	0.0397038019222381	4	1	3.0	0.3125
unseen_drug	regulons	Regulons only	test_macro_f1	5	-0.002602685500556734	0.011395604553538158	-0.001549782342416428	-0.014302742906364685	0.01042432490811196	2	3	5.0	0.625
unseen_drug	regulons	Regulons only	test_balanced_accuracy	5	0.003924409267340345	0.034210994498801814	-0.012747116032268746	-0.027947669671269937	0.0434118792052568	2	3	6.0	0.8125
unseen_drug	regulons	Regulons only	test_macro_ovr_auroc	5	0.0018019480139346289	0.019825656037282924	-0.011766161882391435	-0.013106181086124824	0.024702930881386753	2	3	6.0	0.8125
unseen_drug	regulons	Regulons only	test_macro_auprc	5	-0.0024146642889585125	0.021948203520590272	-0.006243291589174582	-0.023137637487576024	0.0259140982449656	2	3	7.0	1.0
unseen_drug	regulons	Regulons only	test_antagonism_f1	5	0.004162869856510221	0.030072317993909345	-0.013729293634386686	-0.02280901755482201	0.04430879885110994	2	3	6.0	0.8125
unseen_drug	regulons	Regulons only	test_antagonism_auroc	5	0.008594094271692332	0.02933770790357936	-0.0013115270378230015	-0.023002601334463635	0.04491078590885056	2	3	6.0	0.8125
unseen_drug	regulons	Regulons only	test_antagonism_auprc	5	0.003706109506530686	0.04948649691414834	-0.008085806605501178	-0.039014078531654894	0.08204567311566546	2	3	7.0	1.0
unseen_drug	regulons	Regulons only	test_no_interaction_f1	5	-0.004551692950203435	0.020148124139277367	-0.0084895825681921	-0.02312115089594924	0.02900850741475014	1	4	5.0	0.625
unseen_drug	regulons	Regulons only	test_no_interaction_auroc	5	0.003916744571351316	0.02354470419249636	-0.010582741215526825	-0.017234059735454554	0.03169311418436571	2	3	6.0	0.8125
unseen_drug	regulons	Regulons only	test_no_interaction_auprc	5	0.0011220937338045412	0.008028973967612018	-0.0035987268981300113	-0.006341418881457894	0.010600725356462282	2	3	6.0	0.8125
unseen_drug	regulons	Regulons only	test_synergy_f1	5	-0.007419233407977055	0.013752151957306107	-0.009809481954878407	-0.01918122194797367	0.015993760943972146	1	4	4.0	0.4375
unseen_drug	regulons	Regulons only	test_synergy_auroc	5	-0.007104994801239784	0.012961198712821696	-0.005384131253276081	-0.027424275005024423	0.008712283510584062	1	4	4.0	0.4375
unseen_drug	regulons	Regulons only	test_synergy_auprc	5	-0.012072196107210798	0.01736297111300694	-0.013349573029172057	-0.02908568190044869	0.013177030707074433	1	4	2.0	0.1875
