source	n_prior_targets	n_evaluated_nonself_targets	n_supported_targets	mean_abs_rho	median_abs_rho	max_abs_rho	fraction_supported
NFYB	40	40	16	0.11087257241770447	0.08462558658965114	0.4614605079125007	0.4
NFIA	55	54	16	0.07296861688584427	0.05062291710791252	0.28416118609012936	0.2962962962962963
KLF9	26	26	15	0.11460617123251428	0.11908631238765813	0.2691848932732573	0.5769230769230769
ESRRG	26	25	15	0.12229891876583662	0.1143777060871962	0.3992764629008776	0.6
HESX1	31	30	15	0.11307038964927646	0.1001476643483508	0.23413241475400945	0.5
POU4F1	32	31	15	0.11399026927896835	0.09575587256162159	0.3464511225235248	0.4838709677419355
JDP2	33	33	15	0.0954531895070205	0.07161955398210354	0.3189023034967312	0.45454545454545453
NR3C2	56	56	15	0.07279425003038971	0.06262353000844059	0.226513450585559	0.26785714285714285
DLX4	42	42	15	0.07401010442837663	0.05609875584904498	0.20565122700944594	0.35714285714285715
SATB1	45	44	15	0.07958052589305621	0.051495904549251334	0.3407996133957739	0.3409090909090909
ZNF91	49	49	15	0.0760082534302785	0.0484042790748087	0.30238032811895577	0.30612244897959184
HOXD13	21	20	14	0.18503418581103415	0.17382871647090756	0.3963953243552625	0.7
CREBZF	21	20	14	0.19408225810483848	0.16591424782366287	0.514550210175181	0.7
VHL	24	24	14	0.15316073087422755	0.1543173298707604	0.36254475307924483	0.5833333333333334
FOXC2	24	24	14	0.17085762216260902	0.12901539850122307	0.5384856700803898	0.5833333333333334
SALL4	21	20	14	0.1264132156786471	0.11795341153897643	0.24876614801074268	0.7
RFXANK	18	18	14	0.12345971379323238	0.11655523719199365	0.205045751705165	0.7777777777777778
CRX	31	31	14	0.09221915497049599	0.0922036245404846	0.17960980220074155	0.45161290322580644
HEY1	34	33	14	0.11348929875135902	0.08959915657862529	0.29350532252231776	0.42424242424242425
IRF7	34	34	14	0.1414699009006268	0.0822123380777037	0.4687339272040893	0.4117647058823529
ZBTB4	14	14	13	0.320398609479153	0.298268752646731	0.5852627889248774	0.9285714285714286
SPDEF	19	18	13	0.24553688474187738	0.2026437301211038	0.610603060107063	0.7222222222222222
SOX5	18	18	13	0.16162718937003107	0.17751866656325083	0.31426198672528105	0.7222222222222222
FOXJ1	19	18	13	0.1724036279811274	0.17243742873600398	0.42478882763612436	0.7222222222222222
PTF1A	18	17	13	0.1305012926703777	0.14519220530835952	0.2058297006146434	0.7647058823529411
FOXC1	19	19	13	0.15026495512636992	0.14101097070657304	0.383737031721718	0.6842105263157895
DLX2	23	22	13	0.14970296129830862	0.1380195507614592	0.3517595330899722	0.5909090909090909
MECOM	20	19	13	0.17255590935776163	0.13323573448482318	0.47305271245597896	0.6842105263157895
SP2	23	23	13	0.1687993519870691	0.11321909682714788	0.5171854283489528	0.5652173913043478
SOX4	24	23	13	0.11185296182906403	0.11027575067214834	0.32395952388786187	0.5652173913043478
MZF1	24	23	13	0.14298608924605843	0.10754669966773453	0.5787066241053447	0.5652173913043478
TBX3	24	23	13	0.12481829226353236	0.10717114730917184	0.35158042890965574	0.5652173913043478
MEIS1	24	24	13	0.11674682912415595	0.1051278823177574	0.23191852419106	0.5416666666666666
NR1D1	29	28	13	0.13685185675433104	0.09490907330714957	0.3124995374893056	0.4642857142857143
NKX2-2	27	26	13	0.11740426509587186	0.09393902165829669	0.30515245404351865	0.5
ZNF148	30	29	13	0.11251273442233826	0.09230266579374236	0.35358774895848	0.4482758620689655
LMO2	30	29	13	0.10769824342385245	0.09151041958870353	0.2829439721257398	0.4482758620689655
NFIL3	37	37	13	0.09012023466438963	0.08696083894776198	0.23131926455382298	0.35135135135135137
ONECUT1	36	35	13	0.08666532761689219	0.07862265902464846	0.20086821450521958	0.37142857142857144
PITX1	40	39	13	0.08427673297190975	0.06650116745824841	0.24780618086050882	0.3333333333333333
SIX1	19	18	12	0.16927896687527508	0.17097098808295524	0.39083797032865764	0.6666666666666666
SKIL	21	20	12	0.1393551458373861	0.125429151245587	0.3697803657270017	0.6
CXXC1	21	21	12	0.15028253424633617	0.12353349676612006	0.3678287898908339	0.5714285714285714
ETV1	22	22	12	0.12376385981812867	0.1221378472895869	0.27252354387441996	0.5454545454545454
GTF2I	23	22	12	0.14630998466012612	0.11216257864126844	0.4101371424328285	0.5454545454545454
PREB	23	22	12	0.10505360078059879	0.10314167162496767	0.2283820587808976	0.5454545454545454
ARX	28	27	12	0.10092235271369349	0.09791952805845634	0.2671657294067062	0.4444444444444444
ETV6	27	27	12	0.10552954525682204	0.09655248968682464	0.24595979623519093	0.4444444444444444
ZNF354C	28	28	12	0.12055642516790972	0.09443828054837983	0.37847710844622856	0.42857142857142855
YBX3	27	26	12	0.09467933525973876	0.09397564315530561	0.23027882321476498	0.46153846153846156
MXD1	28	28	12	0.09805843098564994	0.09179416041863867	0.30868590478874963	0.42857142857142855
MSC	30	29	12	0.12127958610752558	0.08900474891691626	0.4985015690917842	0.41379310344827586
MECP2	33	33	12	0.10518750005609852	0.0816688463458545	0.33605260820267074	0.36363636363636365
STAT4	32	31	12	0.09982706518912535	0.07179545161596987	0.32670140968785566	0.3870967741935484
NR4A2	61	60	12	0.07097584437340036	0.060646392108748906	0.2458149236315843	0.2
SRSF2	12	11	11	0.4723774209476945	0.5259929438920695	0.7984447973475067	1.0
TGFB1I1	13	12	11	0.304421801689982	0.30156485265138055	0.6396292348112061	0.9166666666666666
PHOX2A	13	13	11	0.19659378954528023	0.21569914363107173	0.3695892675900773	0.8461538461538461
MLXIPL	16	16	11	0.19040272651380277	0.19088091690313025	0.37977093267628287	0.6875
SPIB	18	17	11	0.1822008249854962	0.16386441197342888	0.42993720437414185	0.6470588235294118
PHOX2B	17	16	11	0.16260574636199676	0.1547161836939794	0.3695892675900773	0.6875
DLX3	21	20	11	0.13154218575829774	0.14198750362155566	0.4572822865611316	0.55
DMTF1	18	18	11	0.1633723981449098	0.1406714034723221	0.572277627913636	0.6111111111111112
NR6A1	15	14	11	0.14899779368794303	0.13742181758562405	0.3343085146826544	0.7857142857142857
PML	19	18	11	0.17264901543549316	0.13722236164772875	0.6193801366340789	0.6111111111111112
NEUROG1	16	16	11	0.13212437300526822	0.13701255405365864	0.23971435449534362	0.6875
HTATIP2	17	16	11	0.16331184632640885	0.1326228591289132	0.4602688916904779	0.6875
BHLHA15	20	20	11	0.16393783580012905	0.12837226025543597	0.4215751854839861	0.55
FOXQ1	18	17	11	0.19641113909820196	0.12204745652787247	0.5308895845717412	0.6470588235294118
NRL	19	18	11	0.1159163080090016	0.11908745929695974	0.22103388936483545	0.6111111111111112
PAX7	19	18	11	0.11205143320776464	0.11622215842225425	0.266892349502157	0.6111111111111112
ZBED1	22	21	11	0.11793147795319928	0.11305074623402775	0.27527192893962954	0.5238095238095238
PURA	20	20	11	0.10677246406440329	0.11170341550481916	0.23034731101180964	0.55
HIC1	22	21	11	0.13335559509029837	0.10055032914047057	0.3601238022595321	0.5238095238095238
ZNF362	22	22	11	0.08513481786530444	0.09956834033562262	0.17135677002562608	0.5
PITX3	24	23	11	0.09509202023581205	0.09798200483939881	0.19754296929138962	0.4782608695652174
MAFK	23	23	11	0.11806790230815409	0.09683371811011679	0.3248859013496587	0.4782608695652174
PAX2	25	25	11	0.11891112384380031	0.09426301136164124	0.26605570273496065	0.44
TCF7	23	23	11	0.09854337158916385	0.09026490752432638	0.28153320623671807	0.4782608695652174
KLF15	28	27	11	0.10236958112962082	0.08865988338610499	0.29569866668634986	0.4074074074074074
ETV5	23	23	11	0.1039042990196401	0.08519059992964743	0.26656656587398175	0.4782608695652174
PAX8	34	33	11	0.09383490550339091	0.07666447927385378	0.24299565076947421	0.3333333333333333
NFYC	23	23	11	0.11826411536439607	0.0687936683455337	0.31647090108399495	0.4782608695652174
HOXA9	40	39	11	0.09062906700082175	0.06413301145238029	0.796975326301996	0.28205128205128205
HOXA10	50	49	11	0.08169282872842319	0.0556163405078872	0.796975326301996	0.22448979591836735
KDM5C	13	12	10	0.23024065883280934	0.2207776177866967	0.5563363440510325	0.8333333333333334
BATF	16	16	10	0.15064550015287964	0.16461355737835193	0.3191214648283439	0.625
TCF21	16	16	10	0.17320444616505903	0.15671342352126325	0.39210994960552226	0.625
TET1	15	15	10	0.2000986697232234	0.15597944467807848	0.4521725826516019	0.6666666666666666
HAND1	15	14	10	0.14575115878573688	0.14878822152310667	0.3319902455953748	0.7142857142857143
ATOH1	15	14	10	0.13360225372689954	0.13804780063665478	0.23712285366663824	0.7142857142857143
KAT2B	15	15	10	0.15896142380562084	0.13441102036639627	0.36103285758524134	0.6666666666666666
ERF	19	18	10	0.11967412724036144	0.12488936296685069	0.257443966047853	0.5555555555555556
TRPS1	17	16	10	0.12413066000784861	0.12106152252523494	0.24092942272141152	0.625
ZNF331	17	17	10	0.13501779813060508	0.10380522954357801	0.39525958020510227	0.5882352941176471
ENO1	19	19	10	0.14023455727287856	0.10238288202985019	0.5700169481008431	0.5263157894736842
CEBPZ	19	19	10	0.12319150784813986	0.10232860514395895	0.325861505110104	0.5263157894736842
PKNOX1	20	20	10	0.11318786533549911	0.1007563709434855	0.30468914253869317	0.5
POU3F1	25	24	10	0.10781105520506125	0.09723144656468781	0.25177467677763893	0.4166666666666667
SOX6	24	24	10	0.1085413211887322	0.08833782111242007	0.3155023823139186	0.4166666666666667
HDAC3	27	27	10	0.11018393536911074	0.0859266870143014	0.3956316121994793	0.37037037037037035
LITAF	25	24	10	0.09578273614155643	0.08103369985809147	0.2500167398315005	0.4166666666666667
MEF2D	29	28	10	0.11144011343155902	0.07362554171283556	0.38143798282221586	0.35714285714285715
GRHL2	10	9	9	0.5314549266957158	0.570774415654227	0.8447210220974536	1.0
WWTR1	9	9	9	0.26387881413184616	0.28944043690794435	0.54262705752823	1.0
TFAM	15	14	9	0.22969496969569447	0.23681220926030416	0.46824982160603396	0.6428571428571429
E2F5	12	12	9	0.17439185519328704	0.20109258988961715	0.325008665673665	0.75
NPM1	12	12	9	0.1824732146011415	0.18263528041698512	0.374592441615562	0.75
ZBTB33	11	11	9	0.17205610150922082	0.182232748229156	0.3839425080699793	0.8181818181818182
IRF6	16	15	9	0.23476609280474642	0.17195946149454144	0.7109339232056882	0.6
CREB5	12	12	9	0.15506810557484713	0.1706714164320604	0.26376105157266755	0.75
ETV3	12	11	9	0.16740585679292552	0.16449650561411172	0.35694559266933207	0.8181818181818182
HOXC8	15	14	9	0.16312407785799227	0.16255658049245275	0.350636858633065	0.6428571428571429
ING4	15	15	9	0.14527117894540342	0.1547196073139118	0.4582749639218871	0.6
LYL1	13	13	9	0.15008336627295885	0.15384709636344504	0.2813370503324339	0.6923076923076923
EN1	11	11	9	0.1685170142068387	0.13408071114742082	0.4160838341915062	0.8181818181818182
FOXG1	17	16	9	0.13129664467558053	0.11702389897508024	0.3263545584948804	0.5625
NR2E1	17	16	9	0.11201673303525508	0.11658599454406357	0.23654729394366797	0.5625
MBD1	18	17	9	0.14335041541690463	0.11635801866598938	0.4492782244456487	0.5294117647058824
ZKSCAN7	14	14	9	0.1445201657789166	0.11061197334694198	0.36205319907878825	0.6428571428571429
KDM5A	18	18	9	0.12442838275742046	0.10266741646147079	0.2532484730177413	0.5
HLF	18	18	9	0.11168007573678367	0.0968791457593536	0.24551366365483204	0.5
ZGLP1	26	26	9	0.08770212683392671	0.08299226977509216	0.21904043982354976	0.34615384615384615
RFX1	24	24	9	0.10630391712087332	0.08183722895779504	0.36598074471962394	0.375
MAFA	23	22	9	0.08746696851686259	0.07852813473749005	0.20320205395724447	0.4090909090909091
VSX2	30	29	9	0.08071118446091327	0.07824376274207351	0.1676176161582669	0.3103448275862069
HDAC4	24	24	9	0.09154619111585238	0.07716389722776872	0.3735997745394571	0.375
AIRE	24	23	9	0.0869688985391927	0.07710692241821064	0.20925749057094942	0.391304347826087
NR2C1	21	21	9	0.10841088452828658	0.07692245120457923	0.3076864652909346	0.42857142857142855
TBX15	29	28	9	0.08579857675867815	0.07556923474102378	0.33939760010393294	0.32142857142857145
NFE2	22	22	9	0.08549512521028862	0.07105151373029844	0.2747352815764341	0.4090909090909091
LMX1B	24	23	9	0.09662458084230184	0.0681524938871006	0.30159212017173115	0.391304347826087
HOXB7	23	23	9	0.10272093041787678	0.06766871922776323	0.2895981469105815	0.391304347826087
TFAP2B	25	25	9	0.07653719736207976	0.061470454325036845	0.2977244259631693	0.36
HHEX	29	28	9	0.06950694945104993	0.05898323925887186	0.15622111804395886	0.32142857142857145
KLF11	28	27	9	0.07727154857362385	0.045304420084909196	0.23051011575749902	0.3333333333333333
EGR3	32	32	9	0.10554150242658233	0.040232735189684954	0.5538583202057509	0.28125
UBTF	9	9	8	0.38384617880533756	0.33508220284759027	0.6595388803366925	0.8888888888888888
DLX1	10	10	8	0.18152625099579217	0.19190908721794409	0.34004183799100357	0.8
SF1	12	12	8	0.2559670001366905	0.1896991183320949	0.734579414410688	0.6666666666666666
FOXF2	13	13	8	0.17039682302181947	0.18845599767685492	0.367441145354639	0.6153846153846154
SOX11	12	12	8	0.1794644567029066	0.18648826994133028	0.36527826921643436	0.6666666666666666
ABL1	10	10	8	0.18382788414286808	0.16724147180244833	0.3106132955913501	0.8
SIN3A	12	12	8	0.19434590497890172	0.1648629891984841	0.457950773096847	0.6666666666666666
PRDM2	12	11	8	0.15955544000721242	0.15268860276982374	0.42015303624691197	0.7272727272727273
ATOH7	12	11	8	0.13801546161846506	0.14845968525623518	0.28072898176959477	0.7272727272727273
ELF5	11	11	8	0.17332153475568213	0.13800255775139353	0.36068030967612613	0.7272727272727273
TBX6	11	10	8	0.13940266440776472	0.12808215276140753	0.27116841787982443	0.8
SIX3	12	11	8	0.12278688066987523	0.12629347042003564	0.22211037074373302	0.7272727272727273
JARID2	17	16	8	0.14099565751118764	0.12400359101574908	0.3773574565472305	0.5
KMT2B	15	15	8	0.15818953758999582	0.11881881441716581	0.5909678080568241	0.5333333333333333
FOXA3	14	14	8	0.12223995494333881	0.11546987803149668	0.2347374096528686	0.5714285714285714
GSC	14	13	8	0.13646755930640442	0.11025652355411775	0.3199012424290199	0.6153846153846154
CTBP2	16	16	8	0.11732691534909062	0.1088447730422099	0.3113959668098974	0.5
KCNIP3	16	16	8	0.1205613437169114	0.10226442397451439	0.32451009126479674	0.5
ZFHX3	16	15	8	0.12220017732188711	0.1008551536170675	0.2760963352420514	0.5333333333333333
ZIC1	17	17	8	0.1036762044128883	0.09894407869985007	0.2932645503410531	0.47058823529411764
HOXA13	16	16	8	0.1439678307808686	0.09589583798333332	0.6470900033397884	0.5
NFKBIB	19	18	8	0.11117240436764216	0.09467674006208326	0.3066519776302709	0.4444444444444444
MED1	17	17	8	0.10676682324325802	0.09218154215959366	0.28100065476564395	0.47058823529411764
NONO	21	20	8	0.1612010471366182	0.0755159577726569	0.5485434979085031	0.4
KLF8	21	21	8	0.08588786372105342	0.0743243762533022	0.29146135552963165	0.38095238095238093
FOXL2	25	25	8	0.10529512797973022	0.069450410039378	0.31841220278818333	0.32
FOXP1	33	32	8	0.07645331449680154	0.062204332932930595	0.2172219989880742	0.25
HOXA1	27	26	8	0.09615596010629937	0.05789516786865741	0.6007531535289686	0.3076923076923077
MYF5	28	27	8	0.06954533279862939	0.04320063344122891	0.2788590762237924	0.2962962962962963
YAP1	9	9	7	0.31005530841996326	0.3376483413518271	0.574587645843623	0.7777777777777778
MYOCD	9	8	7	0.24701371463213556	0.26583410954694303	0.377075299548239	0.875
PBRM1	9	9	7	0.21930751470958068	0.2124604013674433	0.5047055396942028	0.7777777777777778
SMARCA4	10	10	7	0.21691086210756305	0.19950732876338587	0.4912896544880831	0.7
TBX18	13	13	7	0.1890532846673031	0.19161694758450543	0.4250235760532504	0.5384615384615384
CREB3L1	11	11	7	0.19971561333932356	0.17509765678309958	0.5805170570296889	0.6363636363636364
BRD4	11	11	7	0.25820394602325064	0.1747007307918705	0.5874311246260338	0.6363636363636364
ASCL2	10	10	7	0.19862246657697832	0.1648681746989891	0.4014273281099516	0.7
KAT6A	12	12	7	0.22725634544044826	0.151408379106035	0.609390798866562	0.5833333333333334
HOXD3	10	10	7	0.16731306002445603	0.14548321196243708	0.33255980088192105	0.7
HNF4G	11	11	7	0.13506236289655152	0.12922272747529404	0.38253152621391656	0.6363636363636364
KLF12	11	11	7	0.13150330952210298	0.12710659246790426	0.3034881411828121	0.6363636363636364
EBF3	9	9	7	0.14339960309758298	0.12467516424134617	0.29399601227989963	0.7777777777777778
ZFPM2	12	12	7	0.13759803133979095	0.11593137837359065	0.3419559384440657	0.5833333333333334
HDAC7	13	13	7	0.11888151018974863	0.10999660381445742	0.23924729598176595	0.5384615384615384
KLF13	14	13	7	0.10513872515323357	0.10994770802364658	0.22469996540357062	0.5384615384615384
EHF	13	13	7	0.1602132109632994	0.10850390404807655	0.542447867019054	0.5384615384615384
DEAF1	14	13	7	0.12494739043961463	0.10793407127654674	0.3217218322046798	0.5384615384615384
ZNF236	14	14	7	0.12068409561961244	0.09931168231890766	0.44136504371887353	0.5
SMARCA5	16	16	7	0.18901996245083952	0.09546515952974721	0.4945535009632936	0.4375
RCOR2	16	16	7	0.14487110661705838	0.0948809723377889	0.40246875991363334	0.4375
HEY2	20	19	7	0.09863030699690166	0.08720451180944593	0.3133057659287004	0.3684210526315789
BARX2	16	15	7	0.11464822419313392	0.08611848882542221	0.24265811608319104	0.4666666666666667
ZFPM1	16	16	7	0.10449873872033556	0.08377293617833513	0.29289056850786405	0.4375
IRX1	20	19	7	0.09507314672590635	0.08027909411815143	0.21226151907318042	0.3684210526315789
LRRFIP1	17	17	7	0.10979800891874546	0.07786031011655999	0.23695532489245522	0.4117647058823529
TRERF1	16	16	7	0.07676800812399798	0.07525519578581433	0.14569900396718763	0.4375
MSX1	27	26	7	0.08924160489416165	0.06267002533495492	0.3166992254325747	0.2692307692307692
HCFC1	8	8	6	0.38538073686070684	0.42589904893157404	0.6766985220722165	0.75
NAB2	7	7	6	0.28690258090566	0.26625211283898764	0.49951791770940035	0.8571428571428571
FOXN4	8	8	6	0.21020008851553304	0.24215313207542183	0.3229157452270461	0.75
FOXD1	6	6	6	0.25804239947788526	0.22579536163953234	0.4450742711580677	1.0
HINFP	10	9	6	0.20402089495579215	0.22442243358598285	0.5422320706973164	0.6666666666666666
HMGB2	10	9	6	0.1719355131941416	0.21496455491724473	0.29529051103911436	0.6666666666666666
KAT6B	8	7	6	0.17305977165908007	0.1905153989536683	0.3040344856893838	0.8571428571428571
FGF2	10	10	6	0.19977934327951882	0.18407720868978117	0.5309752526692684	0.6
HIVEP2	11	11	6	0.14577858225112492	0.1739313070002785	0.2981583913943628	0.5454545454545454
TADA2A	8	8	6	0.17369761379931473	0.17121690058655986	0.3803837085410215	0.75
ARID3A	7	7	6	0.14452141677053107	0.15421440131310227	0.22648244703895445	0.8571428571428571
MEOX1	8	8	6	0.1511093064586493	0.14811782945888474	0.2632539311803685	0.75
HES6	9	9	6	0.14123333003773844	0.1468549867901658	0.3428692186452393	0.6666666666666666
FEZF1	10	9	6	0.15387084936913348	0.14278926733131686	0.3826978803495302	0.6666666666666666
MNT	11	10	6	0.12852126059446708	0.1394722035290044	0.25198759287782413	0.6
POU2F3	10	10	6	0.15901931185934473	0.1296467356118133	0.3713208789817225	0.6
NSD2	8	8	6	0.21273306180430376	0.12679168451094702	0.5897783452776113	0.75
MYT1	9	9	6	0.13601719310704447	0.12365372555914879	0.3050606445459342	0.6666666666666666
HIPK2	9	9	6	0.15355278330998218	0.12339111131259653	0.3150101773659955	0.6666666666666666
HOXC6	12	12	6	0.1718796937553381	0.11098829827928577	0.6779870606419882	0.5
ZNF382	11	11	6	0.09879545499394266	0.10807117030951562	0.23076039854618977	0.5454545454545454
KDM2A	10	10	6	0.11135990279189178	0.10788814891116713	0.28015453710412624	0.6
PATZ1	12	12	6	0.11894005665777528	0.10384718340903126	0.26038655100175584	0.5
PAX9	10	10	6	0.10365084309869255	0.10308548548601001	0.2243018948793884	0.6
MYBL1	12	12	6	0.1214934332891509	0.10222198936889548	0.2506780647526555	0.5
LHX3	14	13	6	0.1036588232685654	0.09562493019114465	0.2441700598042619	0.46153846153846156
ZGPAT	12	12	6	0.09687982178666432	0.09373592471796162	0.2269452950647134	0.5
MTA3	14	13	6	0.12038273123154422	0.09361665963811774	0.2763054696245192	0.46153846153846156
HOXB13	13	13	6	0.10265223590838093	0.09264150768594547	0.2631942808627604	0.46153846153846156
TBX1	14	13	6	0.10914583730739522	0.09139130046856596	0.35114110223405437	0.46153846153846156
ID4	15	14	6	0.13577151995329978	0.09131258868766096	0.3373652882395951	0.42857142857142855
EGR4	15	15	6	0.09944018251802539	0.08827803514539179	0.22135203830331845	0.4
HOXB2	13	13	6	0.1435438298618979	0.08795729548182075	0.728295798106343	0.46153846153846156
MYF6	14	13	6	0.10271428376146556	0.08734580414292933	0.2788590762237924	0.46153846153846156
NKX6-1	19	18	6	0.11365789575185688	0.08389315019968177	0.3679249747168888	0.3333333333333333
LHX8	12	12	6	0.08395747697663115	0.0836614971602798	0.20453498219836308	0.5
ETV7	14	14	6	0.11128825841014148	0.08167876090686926	0.27683485451655354	0.42857142857142855
FOXD3	15	15	6	0.08794735918426193	0.08095484394460428	0.21186911768024702	0.4
NR2E3	15	15	6	0.08927544558983552	0.08059498177155071	0.25196970447678024	0.4
FOXH1	14	13	6	0.09700522611375889	0.07875143822555701	0.2579870623067739	0.46153846153846156
OLIG2	20	19	6	0.11208535980651498	0.07656755429693686	0.5377002596065464	0.3157894736842105
RORC	22	22	6	0.09466405789449826	0.07282457442901899	0.3339820452717097	0.2727272727272727
BACH1	16	16	6	0.09416340364926548	0.0727307693627012	0.24479434561492386	0.375
BCL11A	16	16	6	0.09084171626363097	0.07070836061080413	0.21953000633638756	0.375
HDAC9	19	19	6	0.08773316132508928	0.06761351988684486	0.26983970533128976	0.3157894736842105
CREB3	16	15	6	0.13835145385743344	0.06743606470435451	0.5730556635164974	0.4
RFXAP	16	16	6	0.09347534783476916	0.06395481120576689	0.3373271347997218	0.375
HLX	16	16	6	0.1088754079366765	0.05661318400702651	0.31790346879591175	0.375
ZNF384	25	25	6	0.09720351826125331	0.051401768592923745	0.5612256560570373	0.24
KLF17	5	5	5	0.3236098893575445	0.35430008798902446	0.5025468007755858	1.0
ARID3B	6	6	5	0.2780116235495022	0.2991034531199417	0.42840648677520776	0.8333333333333334
RFX3	6	6	5	0.19308975180270807	0.22803910441072794	0.281398532654361	0.8333333333333334
STOX1	5	5	5	0.2277239494555144	0.21471838094813597	0.3151230383035164	1.0
FHL2	7	7	5	0.22076700372252736	0.21426893233166672	0.4486960812436093	0.7142857142857143
CHD4	6	6	5	0.2078161661356157	0.21179822562245945	0.3393523527893116	0.8333333333333334
SMARCB1	5	5	5	0.20654656108028296	0.20926507077593295	0.2996099368635942	1.0
IKZF3	6	6	5	0.19577388158249465	0.1933365670845256	0.31303086260844093	0.8333333333333334
ELK4	6	6	5	0.21445405514003626	0.1888959246391559	0.4210020510644086	0.8333333333333334
FOXF1	8	8	5	0.1946844606976333	0.18749198184609012	0.38546498900258214	0.625
PAX1	6	5	5	0.188403411069402	0.18148726444541233	0.2555767787357447	1.0
ZNF76	7	7	5	0.16549617054636648	0.17805889752824344	0.3906756026743472	0.7142857142857143
IKZF4	7	7	5	0.17492509890527974	0.16416935440465646	0.3659755617105349	0.7142857142857143
NFKBIZ	9	8	5	0.1811902757025628	0.15971951028184656	0.451413934576731	0.625
BMAL2	9	9	5	0.15675253418681467	0.1415346758775402	0.41160210520615126	0.5555555555555556
NHLH2	6	6	5	0.1537713000070717	0.1390656511246698	0.27466654615993596	0.8333333333333334
E2F7	7	7	5	0.1795229214284175	0.1376429379547587	0.3530543722035571	0.7142857142857143
NUPR1	6	6	5	0.14171041348155708	0.1347777245995276	0.2708942238643812	0.8333333333333334
PARK7	8	8	5	0.10839041574434646	0.1261811681231487	0.2163499330104058	0.625
PRRX1	7	7	5	0.21909242557530414	0.12409909385232139	0.47006067694262965	0.7142857142857143
HES5	7	7	5	0.117181394752607	0.12150370951264071	0.15093205862868977	0.7142857142857143
DACH1	8	8	5	0.12352038948112519	0.1209160458333475	0.23566925327224603	0.625
SIX4	8	8	5	0.11653561640324284	0.11635152386035982	0.21973032739662177	0.625
NFE2L1	9	8	5	0.1385948366813602	0.11194734749998399	0.2563250864345675	0.625
HOXA11	9	8	5	0.1824836886046717	0.10885962366791205	0.7393514450739835	0.625
ZNF263	10	10	5	0.16328300984201788	0.10578966745643754	0.4824219838908046	0.5
NPAS2	10	9	5	0.10832003347934441	0.104657585489467	0.28299841896962297	0.5555555555555556
HDGF	7	7	5	0.12165549271424969	0.104273657988127	0.21694055409637905	0.7142857142857143
HOXB1	11	10	5	0.109417929840864	0.10409125813755842	0.2131745844919475	0.5
CTBP1	10	10	5	0.15858434765244542	0.1027531516718951	0.37018678795187093	0.5
KLF7	11	10	5	0.14378440032307188	0.10264127674641274	0.4851855955734791	0.5
NKRF	10	10	5	0.12025108404190224	0.09918093357401064	0.2475904544013132	0.5
SIM2	12	11	5	0.13486843437592638	0.09460739944323132	0.33801164016603114	0.45454545454545453
GFI1B	13	12	5	0.09790915371421231	0.08712753024585676	0.19128453547945862	0.4166666666666667
TEAD4	12	12	5	0.10784343317525763	0.08645012743145769	0.2797415488034868	0.4166666666666667
HDAC5	10	10	5	0.12164349880862661	0.0851483515659229	0.37633459179540196	0.5
TBX5	26	25	5	0.08250413637173189	0.08260059687299834	0.23496772475003055	0.2
PBX2	11	11	5	0.08142871914541462	0.0786526797321562	0.21016427265968515	0.45454545454545453
NEUROD6	11	11	5	0.09875795913369644	0.06919609717648083	0.22758355304422645	0.45454545454545453
TEF	16	16	5	0.08416677331814365	0.06816623497231845	0.22353123772064148	0.3125
ZFP42	19	18	5	0.06231609565929968	0.06761386685180013	0.11918050515623839	0.2777777777777778
RXRB	15	15	5	0.08790266917583398	0.05757908307977074	0.3695532095084055	0.3333333333333333
PLAGL1	20	19	5	0.06793917549110454	0.05580975732574526	0.20896962435085523	0.2631578947368421
ZBTB7B	16	15	5	0.07930010662969302	0.05326466422639487	0.23169023697972443	0.3333333333333333
KLF3	15	14	5	0.07686514285928736	0.04542667975257856	0.25512750599196815	0.35714285714285715
EOMES	26	26	5	0.06130511546445432	0.04317539861062615	0.2091004345079265	0.19230769230769232
PARP14	1	1	0	0.780756883912459	0.780756883912459	0.780756883912459	0.0
PARP9	1	1	0	0.780756883912459	0.780756883912459	0.780756883912459	0.0
GLIS1	1	1	0	0.49277055790688196	0.49277055790688196	0.49277055790688196	0.0
DLX6	2	2	0	0.4886002460592444	0.4886002460592444	0.7666699806490042	0.0
RBAK	2	2	0	0.4532561228683266	0.4532561228683266	0.6623053103188575	0.0
ZNF451	3	3	0	0.41890937050274407	0.45166080648581736	0.46313905726815857	0.0
PHF8	2	2	0	0.43948934626103964	0.43948934626103964	0.6966339232894777	0.0
SP100	3	3	0	0.420923836084774	0.42989050749466484	0.48461121504352705	0.0
TP53BP1	1	1	0	0.40411001214968484	0.40411001214968484	0.40411001214968484	0.0
MED12	1	1	0	0.39818044799898106	0.39818044799898106	0.39818044799898106	0.0
BRD7	3	3	0	0.3901348457093761	0.3943549780537568	0.4559206426192618	0.0
PER2	3	3	0	0.36717968709340426	0.3696129491434015	0.37400625239404084	0.0
ALX4	1	1	0	0.36209138661906415	0.36209138661906415	0.36209138661906415	0.0
IKZF5	1	1	0	0.36055073884009836	0.36055073884009836	0.36055073884009836	0.0
BTAF1	2	2	0	0.35875993062320466	0.35875993062320466	0.4427442175706759	0.0
GTF2A1	1	1	0	0.3536161846342594	0.3536161846342594	0.3536161846342594	0.0
DRGX	2	1	0	0.3519159580470041	0.3519159580470041	0.3519159580470041	0.0
