source	n_prior_targets	n_evaluated_nonself_targets	n_supported_targets	mean_abs_rho	median_abs_rho	max_abs_rho	fraction_supported
TBL1XR1	1	1	0	0.08343874291421793	0.08343874291421793	0.08343874291421793	0.0
CCND1	1	1	0	0.08312595381742952	0.08312595381742952	0.08312595381742952	0.0
FUS	4	4	0	0.10890529324057129	0.08283534660595526	0.2535906909755591	0.0
TBX4	3	3	0	0.10798494295903248	0.08267745138526149	0.18196975308160224	0.0
HOXB3	9	9	0	0.17417044842006268	0.08243783080871979	0.728295798106343	0.0
LMX1A	9	8	0	0.112238136195252	0.08193270410652277	0.2409397789222018	0.0
FOXI1	10	10	0	0.08707007672106401	0.08186914463977482	0.25047360387076584	0.0
SALL2	6	5	0	0.131562870246653	0.08174296636540637	0.29057576428120463	0.0
ZNF398	3	2	0	0.0817187715102404	0.0817187715102404	0.14789581225892418	0.0
PHB1	2	2	0	0.08170542764789122	0.08170542764789122	0.10210156530357012	0.0
GBX2	9	8	0	0.08250328876890886	0.08135154024215652	0.15676716904772112	0.0
TFEB	8	8	0	0.08427034108309049	0.08109103204100532	0.13712735703113316	0.0
TLE5	4	4	0	0.10078135360663587	0.0810326555747555	0.193119375539907	0.0
MIXL1	6	5	0	0.06460681878911434	0.08099046914745163	0.14490071181838493	0.0
DAXX	5	5	0	0.08913738054979045	0.08018341931506326	0.12855825413115288	0.0
OVOL1	10	9	0	0.18422231380393456	0.07946197704082628	0.7377458847926573	0.0
LHX1	6	6	0	0.08798053857133326	0.07861954019219179	0.21771781597994175	0.0
TBXT	12	12	0	0.0755548580255484	0.07835051390349144	0.15848355332133754	0.0
SOHLH1	4	4	0	0.08241539863014632	0.078200695540148	0.1160558057707839	0.0
MTA2	7	6	0	0.07736218351856525	0.07766782195128044	0.11452535924494904	0.0
HOXB8	3	3	0	0.07092261547859678	0.07728505340408816	0.08319630352323448	0.0
ELF2	11	11	0	0.09720761136453303	0.07713382352069174	0.25779905572863926	0.0
ZBTB14	7	6	0	0.09513208567700959	0.07674684585844671	0.21738066239528592	0.0
ZBTB44	1	1	0	0.07652936837881616	0.07652936837881616	0.07652936837881616	0.0
ZNF174	2	2	0	0.07645536728374841	0.07645536728374841	0.15168550322450225	0.0
TCFL5	3	3	0	0.06162051013731259	0.07603562316092742	0.09702052550716543	0.0
PBX3	2	2	0	0.07503506275482993	0.07503506275482993	0.08496923024253168	0.0
GATAD2B	1	1	0	0.07486543077214997	0.07486543077214997	0.07486543077214997	0.0
ZBTB22	2	1	0	0.07429404089515075	0.07429404089515075	0.07429404089515075	0.0
SPIC	10	10	0	0.06441365123733525	0.07413198856729858	0.12161825686680992	0.0
TRRAP	2	2	0	0.07409511126045075	0.07409511126045075	0.10782041740252346	0.0
PRDM4	9	9	0	0.11682205130730727	0.07393946651311056	0.30247587965026107	0.0
INSM1	6	5	0	0.1407987118299322	0.07376740326145803	0.34531953202547644	0.0
ZNF16	2	2	0	0.07347213201560933	0.07347213201560933	0.10835583713526303	0.0
ATF6B	4	4	0	0.07874816371351538	0.07316712854305474	0.13071463408713305	0.0
MESP2	8	8	0	0.0774938599795977	0.07309631907896147	0.16486122929703897	0.0
TRIM5	1	1	0	0.07300895089907385	0.07300895089907385	0.07300895089907385	0.0
LYAR	1	1	0	0.07293185446784	0.07293185446784	0.07293185446784	0.0
FOXD2	4	4	0	0.06930273932216931	0.0728282341733235	0.11271949063835124	0.0
MIER1	1	1	0	0.07271731260758053	0.07271731260758053	0.07271731260758053	0.0
BSX	4	4	0	0.07303748847467811	0.07239693590593495	0.13856438948091684	0.0
NEUROD2	13	12	0	0.08723346243006382	0.07158736403807596	0.24255670674130403	0.0
RCOR1	3	3	0	0.060326773547691885	0.07158085145198537	0.08530714113413992	0.0
SOX7	6	6	0	0.08746503404361222	0.07111775113259278	0.21784157853007494	0.0
ARID4B	12	12	0	0.08962463554880923	0.07103677608728817	0.22932299410232182	0.0
KLF16	3	2	0	0.07038664820600342	0.07038664820600342	0.08547087585159305	0.0
HIVEP3	6	6	0	0.08249283015407974	0.06990135223117219	0.2117318786475891	0.0
PHF20	10	10	0	0.0904390140728829	0.06975447465719511	0.23051353884500536	0.0
POU3F3	4	4	0	0.06949981952112746	0.06971273267068837	0.11783058760804008	0.0
UNCX	4	3	0	0.052221024884048665	0.0691414923538635	0.0801408045402366	0.0
CREB3L3	9	9	0	0.0772693645936449	0.06894603288724718	0.1613995448211691	0.0
FOXO6	5	5	0	0.08085024290658607	0.06880625124440222	0.1526653921657897	0.0
ZNF160	7	7	0	0.09110827944020926	0.06857668532258006	0.2755611524230319	0.0
TLX3	6	6	0	0.09333850178722657	0.0685374398266421	0.1935083980270865	0.0
ZNF274	4	4	0	0.06973152591544576	0.0682541183119015	0.0964442169427893	0.0
ZNF395	7	7	0	0.13851745051314823	0.06800945332748817	0.27992829349836945	0.0
PURB	4	4	0	0.06254757461623126	0.06794973145070148	0.08025283931523478	0.0
RBPJL	2	2	0	0.06793175497732766	0.06793175497732766	0.08321392247798558	0.0
ZNF750	1	1	0	0.06785079278869816	0.06785079278869816	0.06785079278869816	0.0
TLX1	10	9	0	0.09618726886570757	0.06708810195123241	0.2081791082669211	0.0
EMX1	2	2	0	0.0669630661317591	0.0669630661317591	0.12331616546361289	0.0
HIVEP1	10	10	0	0.09845426827145305	0.06683603157985774	0.2740629748673091	0.0
HOXB5	5	5	0	0.0687487015584394	0.06655414024865432	0.1890598385088958	0.0
PHF1	2	2	0	0.06603960265767737	0.06603960265767737	0.07735593731225125	0.0
ZNF202	7	7	0	0.07977964419472151	0.06562795434586702	0.1842935562360085	0.0
IRX4	5	5	0	0.11045881844863814	0.06537000685488067	0.21883800832637876	0.0
TBX20	8	7	0	0.08538307242753156	0.06519819491897658	0.13270836325749805	0.0
VSX1	5	4	0	0.07284320080195794	0.06509841036994808	0.14166558211652877	0.0
EMX2	10	9	0	0.09487814122240741	0.06435585999156175	0.22095613432218902	0.0
ATF7	8	8	0	0.08898602075921805	0.06431220787087813	0.17843143280879442	0.0
PCGF2	3	3	0	0.059832899357858356	0.06427049015918603	0.10248026149177622	0.0
FOXJ2	1	1	0	0.064263035658858	0.064263035658858	0.064263035658858	0.0
BARX1	8	8	0	0.09538537224647455	0.0639057817805126	0.22426901840602304	0.0
ZMYND8	8	8	0	0.06247238484273642	0.062299041042602143	0.11359066947381506	0.0
ZHX2	11	10	0	0.06885902973963662	0.06175352857653037	0.14374403719070636	0.0
IRF2BPL	5	4	0	0.07206952875672971	0.061532410726406105	0.16359874296259996	0.0
HSF4	11	11	0	0.08355293961478745	0.061144248058553556	0.19308127261123845	0.0
HOXA7	14	13	0	0.07360601963923369	0.060792968794719016	0.1849891464746488	0.0
TLE4	1	1	0	0.06073364935760051	0.06073364935760051	0.06073364935760051	0.0
FEZF2	9	8	0	0.07609393103945827	0.06044123761696962	0.17205976200810036	0.0
ZNF350	10	9	0	0.05850094398719271	0.06037719072544595	0.17863064053105027	0.0
MAML2	2	2	0	0.0602910828639565	0.0602910828639565	0.0782310117667731	0.0
MEIS2	9	9	0	0.07375781376045835	0.06025322462624173	0.14878210453547547	0.0
ZNF335	8	8	0	0.09448107427339461	0.060213621559576866	0.27053037070792435	0.0
BATF3	3	3	0	0.06714250252928637	0.05969745011417174	0.08887020530263866	0.0
ISL2	2	2	0	0.05964955480560468	0.05964955480560468	0.0953200888455844	0.0
ZFHX4	1	1	0	0.05950549573849501	0.05950549573849501	0.05950549573849501	0.0
MEIS3	4	3	0	0.0791303654122016	0.059280003610082135	0.1283340664204058	0.0
ZSCAN18	1	1	0	0.059245991341366766	0.059245991341366766	0.059245991341366766	0.0
CC2D1A	1	1	0	0.05904056677438035	0.05904056677438035	0.05904056677438035	0.0
MYRF	10	10	0	0.08047664201428537	0.05895024678304505	0.22793152479341877	0.0
ONECUT3	1	1	0	0.05884102700568043	0.05884102700568043	0.05884102700568043	0.0
TGIF1	12	12	0	0.0780346194633395	0.05878097382405087	0.24185543988925906	0.0
BACH2	8	8	0	0.09905971348983492	0.05877823821098287	0.24888798661375058	0.0
RBFOX2	1	1	0	0.05841521346879079	0.05841521346879079	0.05841521346879079	0.0
PRDM16	6	5	0	0.06915724366991191	0.05821331031747372	0.14327858358653484	0.0
CTCFL	12	11	0	0.08004198252515388	0.058078523850579204	0.1984912559214964	0.0
FOXP2	11	11	0	0.0795301559857716	0.05753984526106655	0.19712492036286347	0.0
HIRA	1	1	0	0.0572097406637861	0.0572097406637861	0.0572097406637861	0.0
ZNF287	2	2	0	0.057100114415764375	0.057100114415764375	0.07875889942985077	0.0
SNW1	4	4	0	0.04845031149447676	0.0570899730299039	0.07799157179553735	0.0
ZBTB7C	2	2	0	0.056686288197868126	0.056686288197868126	0.10970634657204217	0.0
DMRT1	9	8	0	0.05538993825667887	0.05613646496344517	0.1264898639483893	0.0
TBPL2	10	10	0	0.05233168577279125	0.056103755041987766	0.10262788902221408	0.0
ETV2	9	8	0	0.07488363534997668	0.05584142152785351	0.24954895361548401	0.0
ADNP	1	1	0	0.05577362505918083	0.05577362505918083	0.05577362505918083	0.0
GCM2	2	2	0	0.05574646451917492	0.05574646451917492	0.06690981694567831	0.0
PRDM8	1	1	0	0.05571490854251531	0.05571490854251531	0.05571490854251531	0.0
NKX6-3	6	6	0	0.06214347061139128	0.0554313219014462	0.11618895457740146	0.0
ZNF503	3	2	0	0.055427453425879195	0.055427453425879195	0.10424224467513928	0.0
RFX4	5	5	0	0.08417251135351898	0.05437544327618804	0.18344047264395746	0.0
GZF1	1	1	0	0.05415152633704517	0.05415152633704517	0.05415152633704517	0.0
MLX	5	5	0	0.11181690356203075	0.0532480580779661	0.22401369200833288	0.0
ZNF423	5	5	0	0.10090468930070577	0.053221394334348686	0.2664650082068828	0.0
WNT3A	3	3	0	0.06497359729561523	0.05315213983901592	0.12462524953642576	0.0
HOXB6	5	4	0	0.05653840667004827	0.052840912866422333	0.09782990480509514	0.0
SIM1	4	4	0	0.0767219573622742	0.05280011554429541	0.1864182924938733	0.0
CDX4	4	3	0	0.04980376632324476	0.052784151165226216	0.06757359079083752	0.0
RXRG	7	7	0	0.08927494749682872	0.05275830993673129	0.31316954561419424	0.0
DMBX1	4	4	0	0.06952430055802855	0.05274359930293276	0.1567740226176643	0.0
BCL11B	25	24	0	0.06217843274985935	0.052453436162945594	0.15343909066332898	0.0
HOPX	9	9	0	0.055359582429019505	0.05241060221641342	0.11913727195026615	0.0
IRX5	3	3	0	0.049936780725716834	0.05237599473898124	0.06955964029259133	0.0
HEYL	6	6	0	0.06187241069927001	0.05236125885038746	0.1317891299162785	0.0
ZIC3	4	4	0	0.06748419699440217	0.052280021196921975	0.13500018029554317	0.0
SP5	2	2	0	0.05214672650219939	0.05214672650219939	0.07610151692109149	0.0
BCLAF1	9	8	0	0.17541131877914026	0.05198454132433862	0.527415691109795	0.0
BCL6B	3	3	0	0.056177715872701005	0.05183856056046861	0.07916917703733667	0.0
ZNF300	8	8	0	0.083746788663499	0.05136537251926837	0.27947017401206764	0.0
ZNF260	3	3	0	0.049558736720680584	0.051246257699144086	0.06634351802053202	0.0
YY2	3	3	0	0.053403779777390026	0.05085087573221515	0.08994170474356142	0.0
HOXA5	16	16	0	0.09355059296261967	0.05080697777833119	0.7032128431244054	0.0
LDB1	3	3	0	0.15050639810610447	0.050606496163987776	0.3782082556957299	0.0
ZMYND11	1	1	0	0.05060482797212158	0.05060482797212158	0.05060482797212158	0.0
ZNF436	7	7	0	0.11817838083493733	0.050428952072670195	0.3821491942350649	0.0
NKX2-3	2	2	0	0.05009897797219567	0.05009897797219567	0.062449371778001674	0.0
PEG3	9	8	0	0.06070560298487256	0.049980536272913954	0.14420841926538708	0.0
TLE3	1	1	0	0.04962998193510685	0.04962998193510685	0.04962998193510685	0.0
ZNF746	3	3	0	0.04919904250581791	0.049399989364462944	0.08735257938709153	0.0
HES4	2	2	0	0.049278633320139806	0.049278633320139806	0.056144004762549445	0.0
KDM5D	7	6	0	0.07263938644118047	0.04885936805875586	0.16653120699579213	0.0
FOXE1	8	8	0	0.0605159725539071	0.04870334421507611	0.1293861787289472	0.0
ZIC2	7	7	0	0.05608729335900142	0.048591903612602676	0.1150622166826622	0.0
ZNF304	2	2	0	0.048502151720690334	0.048502151720690334	0.051270922997140804	0.0
OTX1	3	3	0	0.05095829306248797	0.048045403173685296	0.062308513225687874	0.0
CC2D1B	1	1	0	0.04785158625648487	0.04785158625648487	0.04785158625648487	0.0
TRIM21	1	1	0	0.047621571114173034	0.047621571114173034	0.047621571114173034	0.0
POU3F4	5	4	0	0.05294705078600643	0.04748209728009602	0.11646863543095336	0.0
NFE2L3	7	7	0	0.09103601871951701	0.04744190827175653	0.23406884642211825	0.0
RAX	3	3	0	0.07796668604286193	0.046912335841037024	0.14012546593652964	0.0
NKX2-8	2	2	0	0.046279859793766455	0.046279859793766455	0.05241922681931146	0.0
NR2F6	14	14	0	0.0807569991078503	0.04610739455393647	0.2991403609742016	0.0
HOXB4	11	10	0	0.06596481519334746	0.045898574188458	0.24069028998313852	0.0
VEZF1	8	7	0	0.13317914320112847	0.04579918648717725	0.41086731782090774	0.0
ZFP57	2	2	0	0.04569465549375418	0.04569465549375418	0.048935830044355755	0.0
GSX1	4	3	0	0.07681646493603374	0.0452878725757923	0.14194906298445967	0.0
ZNF410	6	6	0	0.057004825177072116	0.04525892688156356	0.17862128659745025	0.0
NACC1	5	4	0	0.05462622299871092	0.044803048811583084	0.08904082479350893	0.0
SETBP1	6	6	0	0.05185643673247891	0.044505407821066274	0.13767950674404192	0.0
SLC2A4RG	1	1	0	0.04234003510846563	0.04234003510846563	0.04234003510846563	0.0
PRDM14	1	1	0	0.04178703743059193	0.04178703743059193	0.04178703743059193	0.0
PROP1	13	12	0	0.060409557965452804	0.04176022724214465	0.14452799378201342	0.0
ZNF77	2	2	0	0.04126520846066657	0.04126520846066657	0.04911493309994665	0.0
SUPT20H	5	5	0	0.09178787117572175	0.041029245431817025	0.32781622840988084	0.0
FAM170A	1	1	0	0.04082963581379138	0.04082963581379138	0.04082963581379138	0.0
LMO4	5	5	0	0.050779544982484784	0.040731272593080584	0.1286119234961363	0.0
ZNF140	1	1	0	0.04071631835887982	0.04071631835887982	0.04071631835887982	0.0
SOX18	6	6	0	0.053348704653396195	0.04062975940385625	0.15900963337294996	0.0
ZNF14	1	1	0	0.04054163085209095	0.04054163085209095	0.04054163085209095	0.0
TRIM14	1	1	0	0.04024343910360776	0.04024343910360776	0.04024343910360776	0.0
NSD1	1	1	0	0.040086880446023425	0.040086880446023425	0.040086880446023425	0.0
SPZ1	2	2	0	0.03978644950568284	0.03978644950568284	0.07844471747651424	0.0
BHLHE23	3	3	0	0.03737032189119243	0.039072603713143	0.0691657409104402	0.0
RUNX1T1	1	1	0	0.03873574383250044	0.03873574383250044	0.03873574383250044	0.0
NANOG	59	58	0	0.044940977743919565	0.0376458498708358	0.19397645834864358	0.0
ZNF79	1	1	0	0.037470735860173056	0.037470735860173056	0.037470735860173056	0.0
EVX2	2	2	0	0.037459237944398	0.037459237944398	0.054707496276583535	0.0
TBX22	3	3	0	0.058369098280680244	0.03680409664718825	0.13551606343264808	0.0
ZXDA	2	2	0	0.036568929275001105	0.036568929275001105	0.04775794427835087	0.0
DDX5	2	2	0	0.036536640991790076	0.036536640991790076	0.06133703994489991	0.0
HOXD12	1	1	0	0.036272469220245296	0.036272469220245296	0.036272469220245296	0.0
ALX1	4	4	0	0.038550358446548694	0.036245096917817674	0.06407406198294768	0.0
FIGLA	5	4	0	0.04141257165025691	0.0360695521763122	0.08975409615489938	0.0
DUX4	4	4	0	0.03668201133167833	0.03533000765887269	0.07467319627886362	0.0
PAX4	9	9	0	0.062724269964415	0.035215480095596684	0.15892247312386937	0.0
VENTX	5	5	0	0.036787725400019	0.035020371591196725	0.09460199053943072	0.0
LHX5	1	1	0	0.03451002298764165	0.03451002298764165	0.03451002298764165	0.0
HES3	1	1	0	0.03426099955229688	0.03426099955229688	0.03426099955229688	0.0
LHX4	7	6	0	0.07869516386894286	0.03416895543049645	0.23771682339169617	0.0
OSR2	1	1	0	0.033330658937184995	0.033330658937184995	0.033330658937184995	0.0
HES7	1	1	0	0.0321843610899844	0.0321843610899844	0.0321843610899844	0.0
BBX	2	1	0	0.032022885276153795	0.032022885276153795	0.032022885276153795	0.0
LIMD1	1	1	0	0.03112228597507328	0.03112228597507328	0.03112228597507328	0.0
TSHZ1	3	2	0	0.03106452240194439	0.03106452240194439	0.049777026206116876	0.0
ZBTB8B	1	1	0	0.030005233450993977	0.030005233450993977	0.030005233450993977	0.0
ZNF419	1	1	0	0.029995555936490982	0.029995555936490982	0.029995555936490982	0.0
L3MBTL1	3	3	0	0.10373963641235628	0.029777863897866193	0.2519621875142832	0.0
SOX3	7	7	0	0.07580105016561596	0.02975537655103221	0.2024870422415592	0.0
NEUROD4	4	4	0	0.039152265017622284	0.029075771725726764	0.09628747489477842	0.0
NOBOX	3	3	0	0.05010532113212233	0.028919334779712258	0.09255288213642618	0.0
TOB1	1	1	0	0.028592576704277346	0.028592576704277346	0.028592576704277346	0.0
POU1F1	56	55	0	0.027768794280061588	0.028179216450593472	0.07901858904629912	0.0
MESP1	1	1	0	0.02758661788738347	0.02758661788738347	0.02758661788738347	0.0
PRMT5	1	1	0	0.02756099017165844	0.02756099017165844	0.02756099017165844	0.0
MBD3	1	1	0	0.027387396967020538	0.027387396967020538	0.027387396967020538	0.0
SRY	42	41	0	0.03076904159382635	0.026834603845998225	0.09551801384641997	0.0
TCF23	2	2	0	0.02644708970558564	0.02644708970558564	0.032799461357596225	0.0
IRX2	2	2	0	0.025890921064676508	0.025890921064676508	0.03739288107863229	0.0
SCX	13	13	0	0.03814833036960326	0.025796949185988547	0.12390682642180635	0.0
ZNF492	1	1	0	0.025401847506624692	0.025401847506624692	0.025401847506624692	0.0
ZFP90	2	2	0	0.025174034017817447	0.025174034017817447	0.03725268907533387	0.0
HMGB1	4	4	0	0.05489004822115155	0.025064478503754865	0.15664816056633157	0.0
TFDP3	6	6	0	0.028215842192336804	0.02490994068940664	0.06406639283639398	0.0
URI1	1	1	0	0.024889033757365765	0.024889033757365765	0.024889033757365765	0.0
BHLHE22	2	2	0	0.023894155373553497	0.023894155373553497	0.04132135601446296	0.0
THAP9	3	3	0	0.06509773846725828	0.022899429882772767	0.1702009711659258	0.0
ZNF461	3	3	0	0.06603998695632468	0.022508728874777048	0.1721614438417846	0.0
HIF3A	6	6	0	0.04077621601856312	0.022352736517503198	0.13282648266165087	0.0
KAT2A	1	1	0	0.02187571403475533	0.02187571403475533	0.02187571403475533	0.0
FOXK1	3	3	0	0.048248351092891294	0.02146822455128115	0.11897376464903237	0.0
TBL1X	1	1	0	0.021402409410639364	0.021402409410639364	0.021402409410639364	0.0
ADNP2	1	1	0	0.02105127428417143	0.02105127428417143	0.02105127428417143	0.0
ZKSCAN3	3	3	0	0.09195302146456563	0.02063576007198904	0.24992494265526496	0.0
ASXL1	5	5	0	0.07187475776715718	0.019468496808639452	0.16637363180286927	0.0
EVX1	3	3	0	0.04848612817919295	0.019082493161097436	0.11025652355411775	0.0
ESX1	1	1	0	0.018021808702868743	0.018021808702868743	0.018021808702868743	0.0
ST18	2	2	0	0.0171940579502332	0.0171940579502332	0.01880164214557778	0.0
KMT2D	3	3	0	0.022200172176527505	0.015913380209083505	0.05063878523169162	0.0
ZFP1	1	1	0	0.015894831601492812	0.015894831601492812	0.015894831601492812	0.0
GSX2	3	2	0	0.015572034346450554	0.015572034346450554	0.029984748743610505	0.0
ZNF217	6	6	0	0.04159752646589724	0.01548374062902658	0.10636159996680572	0.0
ZNF224	3	3	0	0.05272262590202557	0.014606273054972432	0.13793121565453875	0.0
ASCL4	3	3	0	0.013020011333307097	0.014583865033576117	0.01642896261180069	0.0
RFX6	1	1	0	0.013005338343612324	0.013005338343612324	0.013005338343612324	0.0
TOX	5	4	0	0.020843531197752556	0.012859683647959856	0.050153730506717516	0.0
YBX2	1	1	0	0.01272560185996759	0.01272560185996759	0.01272560185996759	0.0
NACC2	1	1	0	0.010132729783745485	0.010132729783745485	0.010132729783745485	0.0
DRAP1	1	1	0	0.009976512570171946	0.009976512570171946	0.009976512570171946	0.0
PLAG1	8	7	0	0.02137682192631648	0.009972737784822574	0.09103493032139184	0.0
NKX6-2	5	4	0	0.03291660496102764	0.009901414958193716	0.10904312097455811	0.0
EID1	1	1	0	0.008598713855176089	0.008598713855176089	0.008598713855176089	0.0
ZNF134	1	1	0	0.008294275274857633	0.008294275274857633	0.008294275274857633	0.0
ZNF652	1	1	0	0.007495127209655098	0.007495127209655098	0.007495127209655098	0.0
FERD3L	1	1	0	0.00746353428567739	0.00746353428567739	0.00746353428567739	0.0
SOX14	1	1	0	0.005549930771191811	0.005549930771191811	0.005549930771191811	0.0
HOXC5	1	1	0	0.00396763474035766	0.00396763474035766	0.00396763474035766	0.0
ZNF671	1	1	0	0.0034984757126547126	0.0034984757126547126	0.0034984757126547126	0.0
ZC3H8	1	1	0	0.0018225068324769142	0.0018225068324769142	0.0018225068324769142	0.0
ZBTB20	3	3	0	0.08212094360234107	0.0017718158985912998	0.24282202940320505	0.0
AEBP2	1	1	0	0.0009164555815127607	0.0009164555815127607	0.0009164555815127607	0.0
ZNF189	1	1	0	0.0004614096791366628	0.0004614096791366628	0.0004614096791366628	0.0
AP1	587	0	0				
DBX1	1	0	0				
DPF3	1	0	0				
GSC2	1	0	0				
HELT	1	0	0				
MGA	1	0	0				
NFKB	792	0	0				
ZHX1	1	0	0				
ZIK1	1	0	0				
ZNF230	1	0	0				
ZNF512B	1	0	0				
