drugcomb_id	dname	inchikey	n_seed_symbols	n_symbols_mapped_to_ensembl	n_targets_in_huri	fraction_targets_in_huri	drug_target_status	seed_symbols	huri_target_ensembl
961	Sucralose	BAQAVOSOZGMPRM-QBMZZYIRSA-N	2	2	1	0.5	targets_mapped_to_huri	CA2;CA9	ENSG00000107159
962	Voriconazole	BCEHBSKCWLPMDN-MGPLVRAMSA-N	1	1	0	0.0	targets_known_but_none_in_huri	CYP46A1	
963	Betamipron	CWXYHOHYCJXYFQ-UHFFFAOYSA-N	0	0	0		no_known_targets		
964	Mepiroxol	LQYJAVWWKTWWKN-UHFFFAOYSA-N	0	0	0		no_known_targets		
965	Alfuzosin Hydrochloride	YTNKWDJILNVLGX-UHFFFAOYSA-N	4	4	0	0.0	targets_known_but_none_in_huri	ACHE;ADRA1A;ADRA1B;ADRA1D	
966	Suplatast Tosilate	RYVJQEZJUFRANT-UHFFFAOYSA-N	0	0	0		no_known_targets		
967	Secnidazole	KPQZUUQMTUIKBP-UHFFFAOYSA-N	0	0	0		no_known_targets		
968	Alibendol	UMJHTFHIQDEGKB-UHFFFAOYSA-N	0	0	0		no_known_targets		
969	Otilonium Bromide	VWZPIJGXYWHBOW-UHFFFAOYSA-N	0	0	0		no_known_targets		
970	Tioxolone	SLYPOVJCSQHITR-UHFFFAOYSA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	CA2;MAOA;MAOB	ENSG00000069535
971	hesperetin	AIONOLUJZLIMTK-AWEZNQCLSA-N	8	8	1	0.125	targets_mapped_to_huri	CA12;CA4;CA7;CYP19A1;CYP1B1;DPP4;HDAC6;XDH	ENSG00000158125
972	Magnolol	VVOAZFWZEDHOOU-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	CNR1;CNR2	ENSG00000188822
973	tetrahydropalmatine	AEQDJSLRWYMAQI-KRWDZBQOSA-N	5	5	2	0.4	targets_mapped_to_huri	DRD1;DRD2;DRD3;DRD5;F3	ENSG00000169676;ENSG00000117525
974	Honokiol	FVYXIJYOAGAUQK-UHFFFAOYSA-N	4	4	2	0.5	targets_mapped_to_huri	ALOX5;CNR1;CNR2;SIRT3	ENSG00000012779;ENSG00000188822
975	sesamin	PEYUIKBAABKQKQ-AFHBHXEDSA-N	1	1	0	0.0	targets_known_but_none_in_huri	TRPM8	
976	Nobiletin	MRIAQLRQZPPODS-UHFFFAOYSA-N	0	0	0		no_known_targets		
977	tetrandrine	WVTKBKWTSCPRNU-KYJUHHDHSA-N	2	2	1	0.5	targets_mapped_to_huri	KCNN2;KCNN3	ENSG00000143603
978	3-Deazaneplanocin	OMKHWTRUYNAGFG-IEBDPFPHSA-N	2	2	2	1.0	targets_mapped_to_huri	AHCY;EZH2	ENSG00000101444;ENSG00000106462
979	Clevudine	GBBJCSTXCAQSSJ-XQXXSGGOSA-N	0	0	0		no_known_targets		
980	10402-53-6	BPMQVOKMMQFZGV-UHFFFAOYSA-N	0	0	0		no_known_targets		
981	Palmatine chloride	RLQYRXCUPVKSAW-UHFFFAOYSA-M	2	2	0	0.0	targets_known_but_none_in_huri	ACHE;EP300	
982	Bilobalide	MOLPUWBMSBJXER-YDGSQGCISA-N	0	0	0		no_known_targets		
983	Pramoxine hydrochloride	SYCBXBCPLUFJID-UHFFFAOYSA-N	0	0	0		no_known_targets		
984	Adenine hydrochloride	UQVDQSWZQXDUJB-UHFFFAOYSA-N	0	0	0		no_known_targets		
985	Moroxydine hydrochloride	FXYZDFSNBBOHTA-UHFFFAOYSA-N	0	0	0		no_known_targets		
986	Rizatriptan benzoate	JPRXYLQNJJVCMZ-UHFFFAOYSA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	HTR1A;HTR1B;HTR1D	ENSG00000135312
987	Oseltamivir phosphate	PGZUMBJQJWIWGJ-ONAKXNSWSA-N	0	0	0		no_known_targets		
988	Bexarotene	NAVMQTYZDKMPEU-UHFFFAOYSA-N	8	8	5	0.625	targets_mapped_to_huri	CYP26B1;RARA;RARB;RARG;RXRA;RXRB;RXRG;TPI1	ENSG00000131759;ENSG00000077092;ENSG00000172819;ENSG00000204231;ENSG00000143171
989	Agomelatine	YJYPHIXNFHFHND-UHFFFAOYSA-N	6	6	2	0.3333333333333333	targets_mapped_to_huri	HTR2A;HTR2B;HTR2C;MT2A;MTNR1A;MTNR1B	ENSG00000147246;ENSG00000168412
990	Orphenadrine citrate	MMMNTDFSPSQXJP-UHFFFAOYSA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	HRH1;KCNH2;SLC6A2	ENSG00000055118
991	Albendazole oxide	VXTGHWHFYNYFFV-UHFFFAOYSA-N	0	0	0		no_known_targets		
992	clarithromycin	AGOYDEPGAOXOCK-KCBOHYOISA-N	0	0	0		no_known_targets		
993	guanethidine sulfate	YUFWAVFNITUSHI-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	SLC6A2	
994	Dimaprit Dihydrochloride	DFWCPLGXFMSUCW-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	HRH4	
995	Phentolamine mesylate	OGIYDFVHFQEFKQ-UHFFFAOYSA-N	7	7	1	0.14285714285714285	targets_mapped_to_huri	ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;NISCH	ENSG00000184160
996	Matrine	ZSBXGIUJOOQZMP-JLNYLFASSA-N	0	0	0		no_known_targets		
997	Equol	ADFCQWZHKCXPAJ-GFCCVEGCSA-N	2	2	1	0.5	targets_mapped_to_huri	ESR1;ESR2	ENSG00000140009
998	Oxybutynin chloride	SWIJYDAEGSIQPZ-UHFFFAOYSA-N	5	5	0	0.0	targets_known_but_none_in_huri	CHRM1;CHRM2;CHRM3;CHRM4;CHRM5	
999	Hydroxyzine dihydrochloride	ANOMHKZSQFYSBR-UHFFFAOYSA-N	3	3	0	0.0	targets_known_but_none_in_huri	DRD2;HRH1;HTR2A	
1000	Gliquidone	LLJFMFZYVVLQKT-UHFFFAOYSA-N	0	0	0		no_known_targets		
1001	Biperiden hydrochloride	RDNLAULGBSQZMP-UHFFFAOYSA-N	4	4	0	0.0	targets_known_but_none_in_huri	CHRM1;CHRM2;CHRM3;CHRM4	
1002	Lopinavir	KJHKTHWMRKYKJE-SUGCFTRWSA-N	2	2	1	0.5	targets_mapped_to_huri	ABCG2;KCNH2	ENSG00000055118
1003	Tolperisone hydrochloride	ZBUVYROEHQQAKL-UHFFFAOYSA-N	0	0	0		no_known_targets		
1004	Zebularine	RPQZTTQVRYEKCR-WCTZXXKLSA-N	1	1	1	1.0	targets_mapped_to_huri	CDA	ENSG00000158825
1005	Moxifloxacin hydrochloride	IDIIJJHBXUESQI-DFIJPDEKSA-N	0	0	0		no_known_targets		
1006	CINCHONIDINE	KMPWYEUPVWOPIM-KODHJQJWSA-N	0	0	0		no_known_targets		
1007	N6-Methyladenosine	VQAYFKKCNSOZKM-IOSLPCCCSA-N	2	2	0	0.0	targets_known_but_none_in_huri	ADORA1;ADORA3	
1008	Octopamine hydrochloride	PUMZXCBVHLCWQG-UHFFFAOYSA-N	0	0	0		no_known_targets		
1009	Raltitrexed	IVTVGDXNLFLDRM-HNNXBMFYSA-N	7	7	3	0.42857142857142855	targets_mapped_to_huri	DHFR;EHMT2;FOLR1;FOLR2;SLC19A1;SLC46A1;TYMS	ENSG00000204371;ENSG00000110195;ENSG00000173638
1010	mizoribine	HZQDCMWJEBCWBR-UUOKFMHZSA-N	1	1	0	0.0	targets_known_but_none_in_huri	GMPS	
1011	Esmolol hydrochloride	GEKNCWBANDDJJL-UHFFFAOYSA-N	2	2	0	0.0	targets_known_but_none_in_huri	ADRB1;ADRB2	
1012	Rimonabant	JZCPYUJPEARBJL-UHFFFAOYSA-N	5	5	2	0.4	targets_mapped_to_huri	ABCC1;ABCC4;CNR1;CNR2;KCNH2	ENSG00000188822;ENSG00000055118
1013	D(+)-Glucose	GZCGUPFRVQAUEE-SLPGGIOYSA-N	0	0	0		no_known_targets		
1014	Racecadotril	ODUOJXZPIYUATO-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	MME	
1015	Geniposide	IBFYXTRXDNAPMM-BVTMAQQCSA-N	0	0	0		no_known_targets		
1016	Fingolimod hydrochloride	SWZTYAVBMYWFGS-UHFFFAOYSA-N	5	5	4	0.8	targets_mapped_to_huri	CERS2;S1PR1;S1PR3;S1PR5;TNNC1	ENSG00000143418;ENSG00000213694;ENSG00000180739;ENSG00000114854
1017	triptolide	DFBIRQPKNDILPW-CIVMWXNOSA-N	2	2	1	0.5	targets_mapped_to_huri	DCTPP1;F2RL1	ENSG00000179958
1018	Ambroxol hydrochloride	QNVKOSLOVOTXKF-UHFFFAOYSA-N	0	0	0		no_known_targets		
1019	Schisandrin B	RTZKSTLPRTWFEV-UHFFFAOYSA-N	0	0	0		no_known_targets		
1020	Tamibarotene	MUTNCGKQJGXKEM-UHFFFAOYSA-N	3	3	3	1.0	targets_mapped_to_huri	BLVRB;RARA;RARB	ENSG00000090013;ENSG00000131759;ENSG00000077092
1021	Valganciclovir hydrochloride	ZORWARFPXPVJLW-MTFPJWTKSA-N	0	0	0		no_known_targets		
1022	Tadalafil	WOXKDUGGOYFFRN-IIBYNOLFSA-N	2	2	1	0.5	targets_mapped_to_huri	PDE11A;PDE5A	ENSG00000138735
1023	Florfenicol	AYIRNRDRBQJXIF-NXEZZACHSA-N	0	0	0		no_known_targets		
1024	Oxymatrine	XVPBINOPNYFXID-LHDUFFHYSA-N	0	0	0		no_known_targets		
1025	Tizanidine hydrochloride	ZWUKMNZJRDGCTQ-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	NISCH	
1026	Tanshinone I	AIGAZQPHXLWMOJ-UHFFFAOYSA-N	5	5	2	0.4	targets_mapped_to_huri	CES2;HDAC6;NSD1;PTPN11;PTPN6	ENSG00000165671;ENSG00000179295
1027	Gastrodin	PUQSUZTXKPLAPR-UJPOAAIJSA-N	0	0	0		no_known_targets		
1028	Diclofenac diethylamine	ZQVZPANTCLRASL-UHFFFAOYSA-N	0	0	0		no_known_targets		
1029	Sophocarpine	AAGFPTSOPGCENQ-JLNYLFASSA-N	0	0	0		no_known_targets		
1030	Asiatic acid	JXSVIVRDWWRQRT-UYDOISQJSA-N	1	1	0	0.0	targets_known_but_none_in_huri	AKR1B10	
1031	Dioscin	VNONINPVFQTJOC-ZGXDEBHDSA-N	0	0	0		no_known_targets		
1032	Mozavaptan	WRNXUQJJCIZICJ-UHFFFAOYSA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	AVPR1A;AVPR2;OXTR	ENSG00000126895
1033	Pefloxacin mesylate	HQQSBEDKMRHYME-UHFFFAOYSA-N	0	0	0		no_known_targets		
1034	Mosapride citrate	HUZTYZBFZKRPFG-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	HTR4;KCNH2	ENSG00000055118
1035	Valdecoxib	LNPDTQAFDNKSHK-UHFFFAOYSA-N	13	13	2	0.15384615384615385	targets_mapped_to_huri	CA12;CA13;CA14;CA2;CA4;CA5A;CA5B;CA6;CA7;CA9;MT-CO2;PTGS1;PTGS2	ENSG00000185015;ENSG00000107159
1036	Lomerizine hydrochloride	LOGVKVSFYBBUAJ-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	CACNA1B	
1037	Almotriptan malate	QHATUKWEVNMHRY-UHFFFAOYSA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	HTR1B;HTR1D;HTR1F	ENSG00000135312
1038	DMXAA	XGOYIMQSIKSOBS-UHFFFAOYSA-N	0	0	0		no_known_targets		
1039	e-64	LTLYEAJONXGNFG-DCAQKATOSA-N	7	7	0	0.0	targets_known_but_none_in_huri	CAPN1;CTSB;CTSC;CTSH;CTSK;CTSL;CTSS	
1040	Desloratadine	JAUOIFJMECXRGI-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	HRH1	
1041	32981-86-5	YWLXLRUDGLRYDR-UHFFFAOYSA-N	0	0	0		no_known_targets		
1042	Desvenlafaxine	KYYIDSXMWOZKMP-UHFFFAOYSA-N	3	3	0	0.0	targets_known_but_none_in_huri	SLC6A2;SLC6A3;SLC6A4	
1043	Reboxetine mesylate	CGTZMJIMMUNLQD-STYNFMPRSA-N	3	3	0	0.0	targets_known_but_none_in_huri	SLC6A2;SLC6A3;SLC6A4	
1044	Ilomastat	NITYDPDXAAFEIT-DYVFJYSZSA-N	11	11	2	0.18181818181818182	targets_mapped_to_huri	ADAMTS4;ADAMTS5;MMP1;MMP12;MMP13;MMP14;MMP2;MMP3;MMP7;MMP8;MMP9	ENSG00000157227;ENSG00000087245
1045	Licofelone	UAWXGRJVZSAUSZ-UHFFFAOYSA-N	5	5	3	0.6	targets_mapped_to_huri	ALOX5;ALOX5AP;PTGES;PTGS1;PTGS2	ENSG00000012779;ENSG00000132965;ENSG00000148344
1046	aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N	0	0	0		no_known_targets		
1047	Pomalidomide	UVSMNLNDYGZFPF-UHFFFAOYSA-N	4	4	3	0.75	targets_mapped_to_huri	CRBN;IL1B;TNF;TP53RK	ENSG00000113851;ENSG00000232810;ENSG00000172315
1048	D-Xyl	SRBFZHDQGSBBOR-IOVATXLUSA-N	0	0	0		no_known_targets		
1049	TMPN	UZFMOKQJFYMBGY-UHFFFAOYSA-N	0	0	0		no_known_targets		
1050	Escitalopram oxalate	KTGRHKOEFSJQNS-BDQAORGHSA-N	2	2	0	0.0	targets_known_but_none_in_huri	HTR6;SLC6A4	
1051	Lonafarnib	DHMTURDWPRKSOA-RUZDIDTESA-N	1	1	0	0.0	targets_known_but_none_in_huri	KRAS	
1052	Tariquidar	LGGHDPFKSSRQNS-UHFFFAOYSA-N	2	2	0	0.0	targets_known_but_none_in_huri	ABCB1;ABCG2	
1053	LEVOFLOXACIN	GSDSWSVVBLHKDQ-JTQLQIEISA-N	0	0	0		no_known_targets		
1054	Manidipine dihydrochloride	JINNGBXKBDUGQT-UHFFFAOYSA-N	0	0	0		no_known_targets		
1055	Nepafenac	QEFAQIPZVLVERP-UHFFFAOYSA-N	2	2	0	0.0	targets_known_but_none_in_huri	PTGS1;PTGS2	
1056	Lumiracoxib	KHPKQFYUPIUARC-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	PTGS2	
1057	Cilomilast	CFBUZOUXXHZCFB-UHFFFAOYSA-N	0	0	0		no_known_targets		
1058	gadodiamide	HZHFFEYYPYZMNU-UHFFFAOYSA-K	0	0	0		no_known_targets		
1059	Clevidipine	KPBZROQVTHLCDU-UHFFFAOYSA-N	2	2	0	0.0	targets_known_but_none_in_huri	CACNA1C;CACNA1D	
1060	167465-36-3	ZPFVQKPWGDRLHL-ZLYBXYBFSA-N	0	0	0		no_known_targets		
1061	hyoscyamine	RKUNBYITZUJHSG-VFSICIBPSA-N	4	4	0	0.0	targets_known_but_none_in_huri	CHRM1;CHRM2;CHRM3;CHRM5	
1062	Nefopam hydrochloride	CNNVSINJDJNHQK-UHFFFAOYSA-N	0	0	0		no_known_targets		
1063	Varespladib	BHLXTPHDSZUFHR-UHFFFAOYSA-N	8	8	4	0.5	targets_mapped_to_huri	PLA2G10;PLA2G1B;PLA2G2A;PLA2G2D;PLA2G2E;PLA2G2F;PLA2G5;PLA2G6	ENSG00000069764;ENSG00000188784;ENSG00000158786;ENSG00000184381
1064	NAPROXEN	CMWTZPSULFXXJA-VIFPVBQESA-N	4	4	0	0.0	targets_known_but_none_in_huri	AKR1C2;AKR1C3;PTGS1;PTGS2	
1065	Canertinib	OMZCMEYTWSXEPZ-UHFFFAOYSA-N	108	108	38	0.35185185185185186	targets_mapped_to_huri	ABL1;ABL2;ACVR1;ALK;AURKB;AURKC;AXL;BCR;BLK;BMP2K;BMPR1B;BMX;BTK;CIT;COQ8A;COQ8B;CSK;CSNK1D;CSNK1E;CSNK1G2;CTSC;DDR1;DMPK;DYRK1A;DYRK2;EGFR;EPHA1;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB2;EPHB4;EPHB6;ERBB2;ERBB3;ERBB4;FGR;FLT1;FLT3;FRK;FYN;GAK;HCK;HIPK4;HUNK;IRAK1;IRAK3;IRAK4;ITK;JAK3;KIT;LCK;LRRK2;LTK;LYN;MAP2K1;MAP2K2;MAP2K5;MAP2K7;MAP3K19;MAP3K2;MAP3K20;MAP3K3;MAP3K4;MAP3K7;MAP4K2;MAP4K5;MAPK10;MAPK14;MAPK4;MAPK6;MAPK9;MET;MINK1;MKNK1;MKNK2;PDGFRA;PDGFRB;PTK6;RET;RIOK1;RIPK2;RIPK3;RPS6KA1;SIK2;SLK;SRC;SRMS;STK10;STK17A;STK17B;STK35;STK36;TEC;TESK1;TGFBR1;TGFBR2;TIE1;TNIK;TNNI3K;TXK;TYRO3;ULK3;YES1	ENSG00000097007;ENSG00000143322;ENSG00000105146;ENSG00000136573;ENSG00000102010;ENSG00000163050;ENSG00000103653;ENSG00000141551;ENSG00000213923;ENSG00000133275;ENSG00000204580;ENSG00000157540;ENSG00000106123;ENSG00000111816;ENSG00000010810;ENSG00000101336;ENSG00000090376;ENSG00000198001;ENSG00000182866;ENSG00000169032;ENSG00000126934;ENSG00000137764;ENSG00000091436;ENSG00000109339;ENSG00000069956;ENSG00000050748;ENSG00000079277;ENSG00000099875;ENSG00000134853;ENSG00000113721;ENSG00000101213;ENSG00000125508;ENSG00000125834;ENSG00000066056;ENSG00000116783;ENSG00000074966;ENSG00000092445;ENSG00000176105
1066	Cinacalcet hydrochloride	QANQWUQOEJZMLL-PKLMIRHRSA-N	20	20	5	0.25	targets_mapped_to_huri	ADRA1B;ADRA2C;CASR;CYP2D6;DRD3;HRH2;HTR1A;HTR1D;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;HTR7;OPRK1;OPRM1;SIGMAR1;SLC6A2;SLC6A4;TMEM97	ENSG00000184160;ENSG00000147246;ENSG00000082556;ENSG00000112038;ENSG00000109084
1067	Doramapimod	MVCOAUNKQVWQHZ-UHFFFAOYSA-N	73	73	21	0.2876712328767123	targets_mapped_to_huri	ABL1;ABL2;ANKK1;BLK;BRAF;CDC42BPA;CDC42BPB;CDC42BPG;CDK13;CDK19;CDK5;CDK7;CDK8;CIT;CSF1R;DDR1;DDR2;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB2;FGFR1;FLT1;FLT3;FLT4;FRK;HSPB1;JAK2;KDR;KIT;LCK;LTK;LYN;MAP3K20;MAP3K7;MAP4K4;MAPK10;MAPK11;MAPK12;MAPK13;MAPK14;MAPK15;MAPK8;MAPK9;MERTK;MINK1;MKNK1;MKNK2;MUSK;NLK;NTRK1;NTRK2;NTRK3;PDGFRA;PDGFRB;PTK2;PTK2B;RET;RIPK2;SLK;STK10;TEK;TIE1;TNIK;TTK;YES1	ENSG00000097007;ENSG00000143322;ENSG00000170209;ENSG00000136573;ENSG00000065883;ENSG00000164885;ENSG00000204580;ENSG00000111816;ENSG00000182866;ENSG00000091436;ENSG00000109339;ENSG00000107643;ENSG00000050748;ENSG00000079277;ENSG00000099875;ENSG00000087095;ENSG00000134853;ENSG00000113721;ENSG00000169398;ENSG00000066056;ENSG00000176105
1068	Epinastine hydrochloride	VKXSGUIOOQPGAF-UHFFFAOYSA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	HRH1;SLC22A2;SLC47A1	ENSG00000142494
1069	Atazanavir sulfate	DQSGVVGOPRWTKI-QVFAWCHISA-N	0	0	0		no_known_targets		
1070	(S)-(+)-rolipram	HJORMJIFDVBMOB-GFCCVEGCSA-N	2	2	2	1.0	targets_mapped_to_huri	PDE4D;VEGFA	ENSG00000113448;ENSG00000112715
1071	Telbivudine	IQFYYKKMVGJFEH-CSMHCCOUSA-N	0	0	0		no_known_targets		
1072	Salidroside	ILRCGYURZSFMEG-RKQHYHRCSA-N	1	1	1	1.0	targets_mapped_to_huri	MAOB	ENSG00000069535
1073	Tipifarnib	PLHJCIYEEKOWNM-HHHXNRCGSA-N	1	1	1	1.0	targets_mapped_to_huri	FNTB	ENSG00000257365
1074	Torcetrapib	CMSGWTNRGKRWGS-NQIIRXRSSA-N	1	1	0	0.0	targets_known_but_none_in_huri	CETP	
1075	isoconazole nitrate	NNGQLSIGRSTLLU-UHFFFAOYSA-N	0	0	0		no_known_targets		
1076	Cryptotanshinone	GVKKJJOMQCNPGB-JTQLQIEISA-N	8	8	5	0.625	targets_mapped_to_huri	ACHE;CES1;CES2;IDO1;KDM1A;NSD1;STAT3;TDO2	ENSG00000198848;ENSG00000004487;ENSG00000165671;ENSG00000168610;ENSG00000151790
1077	roscovitine	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	23	23	15	0.6521739130434783	targets_mapped_to_huri	ALK;CCAR2;CDK1;CDK16;CDK2;CDK5;CDK7;CDK9;CLK1;CLK2;CLK4;CSNK1D;CSNK1E;CSNK1G1;CSNK1G2;CSNK1G3;DYRK1A;DYRK1B;DYRK2;MAPK1;PAK4;RPS6KA2;TTK	ENSG00000102225;ENSG00000164885;ENSG00000136807;ENSG00000013441;ENSG00000176444;ENSG00000113240;ENSG00000141551;ENSG00000213923;ENSG00000133275;ENSG00000151292;ENSG00000157540;ENSG00000105204;ENSG00000100030;ENSG00000130669;ENSG00000071242
1078	Serotonin hydrochloride	MDIGAZPGKJFIAH-UHFFFAOYSA-N	14	14	4	0.2857142857142857	targets_mapped_to_huri	DRD1;HTR1A;HTR1B;HTR1D;HTR1E;HTR2A;HTR2B;HTR2C;HTR4;HTR5A;HTR6;HTR7;MARK4;SLC18A2	ENSG00000135312;ENSG00000147246;ENSG00000007047;ENSG00000165646
1079	Dihydromyricetin	KJXSIXMJHKAJOD-LSDHHAIUSA-N	1	1	0	0.0	targets_known_but_none_in_huri	SYNJ2	
1080	Aloperine	SKOLRLSBMUGVOY-GBJTYRQASA-N	0	0	0		no_known_targets		
1081	Sclareol	XVULBTBTFGYVRC-HHUCQEJWSA-N	0	0	0		no_known_targets		
1082	Milnacipran hydrochloride	XNCDYJFPRPDERF-PBCQUBLHSA-N	0	0	0		no_known_targets		
1083	Fasudil hydrochloride	LFVPBERIVUNMGV-UHFFFAOYSA-N	16	16	9	0.5625	targets_mapped_to_huri	CCL2;CDK12;CDK13;CDK9;CLK1;LATS1;MELK;NQO2;PKN1;PKN2;PKN3;PRKCD;PRKD2;ROCK1;ROCK2;RPS6KA5	ENSG00000108691;ENSG00000065883;ENSG00000136807;ENSG00000013441;ENSG00000131023;ENSG00000124588;ENSG00000123143;ENSG00000160447;ENSG00000100784
1084	Bepotastine besilate	UDGHXQPQKQPSBB-BOXHHOBZSA-N	1	1	0	0.0	targets_known_but_none_in_huri	HRH1	
1085	Tanshinone IIA	HYXITZLLTYIPOF-UHFFFAOYSA-N	9	9	5	0.5555555555555556	targets_mapped_to_huri	AKR1B1;APEX1;CES1;CES2;NSD1;PPARG;PTPN11;PTPN6;TERT	ENSG00000085662;ENSG00000198848;ENSG00000165671;ENSG00000132170;ENSG00000179295
1086	6402-23-9	NYEPHMYJRNWPLA-UHFFFAOYSA-N	0	0	0		no_known_targets		
1087	Pridinol methanesulfonate	VNJHUUNVDMYCRH-UHFFFAOYSA-N	0	0	0		no_known_targets		
1088	Avasimibe	PTQXTEKSNBVPQJ-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	SOAT1;SOAT2	ENSG00000167780
1089	Urapidil hydrochloride	KTMLZVUAXJERAT-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	HTR1A	
1090	Pizotifen malate	IWAWCPZVTXCFKD-UHFFFAOYSA-N	6	6	1	0.16666666666666666	targets_mapped_to_huri	CHRM1;DRD2;HTR2A;HTR2B;HTR2C;HTR7	ENSG00000147246
1091	Aceclidine hydrochloride	LWWSARSTZGNKGV-UHFFFAOYSA-N	0	0	0		no_known_targets		
1092	ATROPINE	RKUNBYITZUJHSG-PJPHBNEVSA-N	0	0	0		no_known_targets		
1093	Ropivacaine hydrochloride	NDNSIBYYUOEUSV-RSAXXLAASA-N	0	0	0		no_known_targets		
1094	152121-47-6	CDMGBJANTYXAIV-UHFFFAOYSA-N	59	59	22	0.3728813559322034	targets_mapped_to_huri	ABL1;ACVR1B;BMPR1B;BRAF;CDC42BPA;CDC42BPB;CDC42BPG;CIT;COQ8B;CSNK1A1;CSNK1A1L;CSNK1D;CSNK1E;DDR1;DDR2;EGFR;EPHA6;EPHA7;EPHB2;EPHB6;ERBB4;FRK;GAK;GCGR;GSK3B;HTR2A;LCK;MAP2K2;MAP2K5;MAP3K20;MAP4K4;MAPK10;MAPK11;MAPK12;MAPK14;MAPK8;MAPK9;MET;NLK;P2RX7;PIP5K1C;PTK6;RAF1;RIPK2;RPS6KA1;RPS6KA6;SLK;SRC;STK32A;STK32B;STK36;TBXAS1;TGFBR1;TGFBR2;TNIK;TNNI3K;TTK;TXK;TYK2	ENSG00000097007;ENSG00000141551;ENSG00000213923;ENSG00000204580;ENSG00000106123;ENSG00000111816;ENSG00000182866;ENSG00000126934;ENSG00000137764;ENSG00000091436;ENSG00000109339;ENSG00000107643;ENSG00000050748;ENSG00000087095;ENSG00000089041;ENSG00000101213;ENSG00000132155;ENSG00000072133;ENSG00000169302;ENSG00000116783;ENSG00000074966;ENSG00000105397
1095	280744-09-4	JCSGFHVFHSKIJH-UHFFFAOYSA-N	4	4	0	0.0	targets_known_but_none_in_huri	CDK1;GSK3A;GSK3B;RPS6KA1	
1096	ZM 39923 hydrochloride	NJTUORMLOPXPBY-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	JAK3	
1097	Cilengitide	AMLYAMJWYAIXIA-VWNVYAMZSA-N	0	0	0		no_known_targets		
1098	Limonin	KBDSLGBFQAGHBE-MSGMIQHVSA-N	0	0	0		no_known_targets		
1099	DIZOCILPINE	LBOJYSIDWZQNJS-CVEARBPZSA-N	1	1	0	0.0	targets_known_but_none_in_huri	CHRM5	
1100	MEMANTINE HYDROCHLORIDE	LDDHMLJTFXJGPI-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	ACHE	
1101	Bosentan hydrate	SXTRWVVIEPWAKM-UHFFFAOYSA-N	0	0	0		no_known_targets		
1102	DEFLAZACORT	FBHSPRKOSMHSIF-GRMWVWQJSA-N	1	1	0	0.0	targets_known_but_none_in_huri	NR3C1	
1103	Etravirine	PYGWGZALEOIKDF-UHFFFAOYSA-N	0	0	0		no_known_targets		
1104	RS-127445	ZZZQXCUPAJFVBN-UHFFFAOYSA-N	7	7	2	0.2857142857142857	targets_mapped_to_huri	HTR1B;HTR2A;HTR2B;HTR2C;HTR3A;HTR5A;HTR6	ENSG00000135312;ENSG00000147246
1105	Sertaconazole nitrate	HAAITRDZHUANGT-UHFFFAOYSA-N	2	2	0	0.0	targets_known_but_none_in_huri	ACHE;IDO1	
1106	Procyclidine hydrochloride	ZFSPFXJSEHCTTR-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	CHRM1	
1107	21102-95-4	NIBOMXUDFLRHRV-UHFFFAOYSA-N	5	5	0	0.0	targets_known_but_none_in_huri	ADRA1A;ADRA1B;ADRA1D;DRD2;HTR1A	
1108	Dapivirine	ILAYIAGXTHKHNT-UHFFFAOYSA-N	0	0	0		no_known_targets		
1109	Conivaptan hydrochloride	BTYHAFSDANBVMJ-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	AVPR1A;AVPR2	ENSG00000126895
