training_name	normalized_name	drugcomb_id	drugcomb_reference_name	mapping_status	match_type
JS-K	js-k			ambiguous	ambiguous
JSH-23	jsh-23	1757.0	JSH-23	mapped	exact
JTC-801	jtc-801	1385.0	JTC-801	mapped	exact
JTC-801 free base	jtc-801 free base	3467.0	JTC-801 free base	mapped	exact
JX-401	jx-401	3753.0	JX-401	mapped	exact
JZL184	jzl184	1851.0	JZL184	mapped	exact
JZL195	jzl195	2532.0	JZL195	mapped	exact
Jasmonic acid methyl ester	jasmonic acid methyl ester	3213.0	Jasmonic acid methyl ester	mapped	exact
K6PKX2PHVZ	k6pkx2phvz	3308.0	K6PKX2PHVZ	mapped	exact
KBio2_007145	kbio2_007145	2620.0	KBio2_007145	mapped	exact
KBioGR_000368	kbiogr_000368	3221.0	KBioGR_000368	mapped	exact
KDM5-C70	kdm5-c70	3857.0	KDM5-C70	mapped	exact
KETOTIFEN FUMARATE	ketotifen fumarate	1354.0	KETOTIFEN FUMARATE	mapped	exact
KI696	ki696	3550.0	KI696	mapped	exact
KN-62	kn-62	2122.0	KN-62	mapped	exact
KPT-185	kpt-185	1969.0	KPT-185	mapped	exact
KPT-276	kpt-276	2036.0	KPT-276	mapped	exact
KPT-9274	kpt-9274	2537.0	KPT-9274	mapped	exact
KRCA-0008	krca-0008	3626.0	KRCA-0008	mapped	exact
KRN-633	krn-633	1495.0	KRN-633	mapped	exact
KRP-297	krp-297	2180.0	KRP-297	mapped	exact
KS-00000Y5E	ks-00000y5e	3170.0	KS-00000Y5E	mapped	exact
KS-00001CUZ	ks-00001cuz	3091.0	KS-00001CUZ	mapped	exact
KS-00001D5I	ks-00001d5i	3160.0	KS-00001D5I	mapped	exact
KU-0060648	ku-0060648	2087.0	KU-0060648	mapped	exact
KU-55933	ku-55933	1299.0	KU-55933	mapped	exact
KU-60019	ku-60019	1716.0	KU-60019	mapped	exact
KW-2449	kw-2449	1647.0	KW-2449	mapped	exact
KW-2478	kw-2478	1772.0	KW-2478	mapped	exact
KX2-391	kx2-391	1777.0	KX2-391	mapped	exact
Kartogenin	kartogenin	2579.0	Kartogenin	mapped	exact
Ketanserin	ketanserin	545.0	Ketanserin	mapped	exact
Ki16198	ki16198	1549.0	Ki16198	mapped	exact
Ki16425	ki16425	1603.0	Ki16425	mapped	exact
Ki20227	ki20227	2148.0	Ki20227	mapped	exact
Ki8751	ki8751	1637.0	Ki8751	mapped	exact
Kinome_3641	kinome_3641	3084.0	Kinome_3641	mapped	exact
Kinome_3673	kinome_3673	3140.0	Kinome_3673	mapped	exact
Kinome_3682	kinome_3682	3520.0	Kinome_3682	mapped	exact
Ku-0063794	ku-0063794	1751.0	Ku-0063794	mapped	exact
L-690,330	l-690,330	2690.0	L-690,330	mapped	exact
L-778123 free base	l-778123 free base	122.0	L-778123 free base	mapped	exact
L-Hyoscyamine	l-hyoscyamine	3428.0	L-Hyoscyamine	mapped	exact
L-NAME	l-name	2860.0	L-NAME	mapped	exact
L-Noradrenaline bitartrate monohydrate	l-noradrenaline bitartrate monohydrate	1968.0	L-Noradrenaline bitartrate monohydrate	mapped	exact
L-carnitine	l-carnitine	749.0	L-carnitine	mapped	exact
L-thyroxine	l-thyroxine	659.0	L-thyroxine	mapped	exact
LACTOBIONIC ACID	lactobionic acid	2509.0	LACTOBIONIC ACID	mapped	exact
LB-100	lb-100			ambiguous	ambiguous
LCL161	lcl161	3610.0	LCL161	mapped	exact
LDN-212854	ldn-212854	2384.0	LDN-212854	mapped	exact
LDN-214117	ldn-214117	2383.0	LDN-214117	mapped	exact
LDN-57444	ldn-57444			ambiguous	ambiguous
LEVOFLOXACIN	levofloxacin	1053.0	LEVOFLOXACIN	mapped	exact
LEVOSIMENDAN	levosimendan	1276.0	LEVOSIMENDAN	mapped	exact
LEXIBULIN	lexibulin	2334.0	LEXIBULIN	mapped	exact
LIDOFLAZINE	lidoflazine	4758.0	LIDOFLAZINE	mapped	exact
LIOTHYRONINE SODIUM	liothyronine sodium	1791.0	LIOTHYRONINE SODIUM	mapped	exact
LITHOCHOLIC ACID	lithocholic acid	733.0	LITHOCHOLIC ACID	mapped	exact
LLL-12	lll-12	2710.0	LLL-12	mapped	exact
LLY-507	lly-507	3872.0	LLY-507	mapped	exact
LMP744	lmp744	3923.0	LMP744	mapped	exact
LOSARTAN POTASSIUM	losartan potassium	1695.0	LOSARTAN POTASSIUM	mapped	exact
LRRK2-IN-1	lrrk2-in-1	2742.0	LRRK2-IN-1	mapped	exact
LSM-1535	lsm-1535	3288.0	LSM-1535	mapped	exact
LSM-4270	lsm-4270	4226.0	LSM-4270	mapped	exact
LSN415169	lsn415169	4663.0	LSN415169	mapped	exact
LTX-315	ltx-315	3954.0	LTX-315	mapped	exact
LUCANTHONE	lucanthone	3928.0	LUCANTHONE	mapped	exact
LX7101	lx7101	3728.0	LX7101	mapped	exact
LXS196	lxs196	3621.0	LXS196	mapped	exact
LY-310,762	ly-310,762	3260.0	LY-310,762	mapped	exact
LY2090314	ly2090314	3700.0	LY2090314	mapped	exact
LY2109761	ly2109761	1681.0	LY2109761	mapped	exact
LY2228820	ly2228820	1668.0	LY2228820	mapped	exact
LY2334737	ly2334737	2495.0	LY2334737	mapped	exact
LY2365109 hydrochloride	ly2365109 hydrochloride	2362.0	LY2365109 hydrochloride	mapped	exact
LY2584702	ly2584702	3801.0	LY2584702	mapped	exact
LY2608204	ly2608204	1920.0	LY2608204	mapped	exact
LY2857785	ly2857785	3656.0	LY2857785	mapped	exact
LY2874455	ly2874455	3691.0	LY2874455	mapped	exact
LY2886721	ly2886721	1943.0	LY2886721	mapped	exact
LY3009120	ly3009120	3799.0	LY3009120	mapped	exact
LY3023414	ly3023414	2456.0	LY3023414	mapped	exact
LY3214996	ly3214996	2310.0	LY3214996	mapped	exact
Lacidipine	lacidipine	1383.0	Lacidipine	mapped	exact
Lacosamide	lacosamide	257.0	Lacosamide	mapped	exact
Lanabecestat	lanabecestat	2343.0	Lanabecestat	mapped	exact
Lapatinib	lapatinib	15.0	Lapatinib	mapped	exact
Lapatinib Ditosylate	lapatinib ditosylate	1564.0	Lapatinib Ditosylate	mapped	exact
Lappaconitine hydrobromide	lappaconitine hydrobromide	1957.0	Lappaconitine hydrobromide	mapped	exact
Laquinimod	laquinimod	1975.0	Laquinimod	mapped	exact
Laropiprant	laropiprant	4108.0	Laropiprant	mapped	exact
Larotrectinib	larotrectinib	3817.0	Larotrectinib	mapped	exact
Lemborexant	lemborexant	2534.0	Lemborexant	mapped	exact
Lenalidomide	lenalidomide	79.0	Lenalidomide	mapped	exact
Lenvatinib	lenvatinib	1509.0	Lenvatinib	mapped	exact
Leptomycin B	leptomycin b	3965.0	Leptomycin B	mapped	exact
Lestaurtinib	lestaurtinib	2256.0	Lestaurtinib	mapped	exact
Levamisole hydrochloride	levamisole hydrochloride	4194.0	Levamisole hydrochloride	mapped	exact
Levetiracetam	levetiracetam	369.0	Levetiracetam	mapped	exact
Levobetaxolol HCl	levobetaxolol hcl	865.0	Levobetaxolol HCl	mapped	exact
Levodropropizine	levodropropizine	913.0	Levodropropizine	mapped	exact
Levomycin	levomycin	3962.0	Levomycin	mapped	exact
Levonorgestrel	levonorgestrel	167.0	Levonorgestrel	mapped	exact
Levosulpiride	levosulpiride	1214.0	Levosulpiride	mapped	exact
Liarozole	liarozole	3975.0	Liarozole	mapped	exact
Licofelone	licofelone	1045.0	Licofelone	mapped	exact
Limican	limican	1436.0	Limican	mapped	exact
Limonin	limonin	1098.0	Limonin	mapped	exact
Linagliptin	linagliptin	1579.0	Linagliptin	mapped	exact
Lincomycin hydrochloride	lincomycin hydrochloride	891.0	Lincomycin hydrochloride	mapped	exact
Linifanib	linifanib	1658.0	Linifanib	mapped	exact
Linopirdine	linopirdine	2780.0	Linopirdine	mapped	exact
Linrodostat	linrodostat	4013.0	Linrodostat	mapped	exact
Linsitinib	linsitinib	1678.0	Linsitinib	mapped	exact
Lipase Inhibitor, THL	lipase inhibitor,thl	2963.0	Lipase Inhibitor, THL	mapped	exact
Liranaftate	liranaftate	2851.0	Liranaftate	mapped	exact
Lirimilast	lirimilast	2193.0	Lirimilast	mapped	exact
Lithium citrate	lithium citrate	261.0	Lithium citrate	mapped	exact
Litronesib	litronesib	3936.0	Litronesib	mapped	exact
Lomefloxacin hydrochloride	lomefloxacin hydrochloride	939.0	Lomefloxacin hydrochloride	mapped	exact
Lomeguatrib	lomeguatrib	1272.0	Lomeguatrib	mapped	exact
Lomerizine hydrochloride	lomerizine hydrochloride	1036.0	Lomerizine hydrochloride	mapped	exact
Lomibuvir	lomibuvir	1829.0	Lomibuvir	mapped	exact
Lonafarnib	lonafarnib	1051.0	Lonafarnib	mapped	exact
Lopac0_000860	lopac0_000860	8363.0	Lopac0_000860	mapped	exact
Loperamide hydrochloride	loperamide hydrochloride	959.0	Loperamide hydrochloride	mapped	exact
Lopinavir	lopinavir	1002.0	Lopinavir	mapped	exact
Lorcaserin hydrochloride	lorcaserin hydrochloride	1684.0	Lorcaserin hydrochloride	mapped	exact
Lorlatinib	lorlatinib	3627.0	Lorlatinib	mapped	exact
Lornoxicam	lornoxicam	1986.0	Lornoxicam	mapped	exact
Losmapimod	losmapimod	2453.0	Losmapimod	mapped	exact
Loteprednol etabonate	loteprednol etabonate	1162.0	Loteprednol etabonate	mapped	exact
Loxapine succinate	loxapine succinate	958.0	Loxapine succinate	mapped	exact
Lubiprostone	lubiprostone	237.0	Lubiprostone	mapped	exact
Lucitanib	lucitanib	2402.0	Lucitanib	mapped	exact
Luliconazole	luliconazole	1269.0	Luliconazole	mapped	exact
Lumacaftor	lumacaftor	1744.0	Lumacaftor	mapped	exact
Lumefantrine	lumefantrine	244.0	Lumefantrine	mapped	exact
Luminespib	luminespib	1578.0	Luminespib	mapped	exact
Lumiracoxib	lumiracoxib	1056.0	Lumiracoxib	mapped	exact
Lurbinectedin	lurbinectedin	4209.0	Lurbinectedin	mapped	exact
M2698	m2698	3613.0	M2698	mapped	exact
M77976	m77976	2278.0	M77976	mapped	exact
MARIZOMIB	marizomib	2367.0	MARIZOMIB	mapped	exact
MCC950	mcc950	3988.0	MCC950	mapped	exact
MCOPPB	mcoppb	3466.0	MCOPPB	mapped	exact
MCOPPB 3HCl	mcoppb 3hcl	4027.0	MCOPPB 3HCl	mapped	exact
MED-575	med-575	4641.0	MED-575	mapped	exact
MEDI3622	medi3622	4631.0	MEDI3622	mapped	exact
MEGESTROL ACETATE	megestrol acetate	83.0	MEGESTROL ACETATE	mapped	exact
MEK inhibitor	mek inhibitor	2309.0	MEK inhibitor	mapped	exact
MEMANTINE HYDROCHLORIDE	memantine hydrochloride	1100.0	MEMANTINE HYDROCHLORIDE	mapped	exact
MEPENZOLATE BROMIDE	mepenzolate bromide	694.0	MEPENZOLATE BROMIDE	mapped	exact
MEPHENYTOIN	mephenytoin	288.0	MEPHENYTOIN	mapped	exact
MEPTAZINOL HYDROCHLORIDE	meptazinol hydrochloride	907.0	MEPTAZINOL HYDROCHLORIDE	mapped	exact
METAXALONE	metaxalone	263.0	METAXALONE	mapped	exact
METHACYCLINE HYDROCHLORIDE	methacycline hydrochloride	1981.0	METHACYCLINE HYDROCHLORIDE	mapped	exact
METHSCOPOLAMINE BROMIDE	methscopolamine bromide	2865.0	METHSCOPOLAMINE BROMIDE	mapped	exact
METHYLSTAT	methylstat	2482.0	METHYLSTAT	mapped	exact
METYROSINE	metyrosine	306.0	METYROSINE	mapped	exact
MEZLOCILLIN SODIUM	mezlocillin sodium	1803.0	MEZLOCILLIN SODIUM	mapped	exact
MG-115	mg-115	2740.0	MG-115	mapped	exact
MG-132	mg-132	1181.0	MG-132	mapped	exact
MG149	mg149	2158.0	MG149	mapped	exact
MGCD-265	mgcd-265	1841.0	MGCD-265	mapped	exact
MI-503	mi-503	3858.0	MI-503	mapped	exact
MI-538	mi-538	3880.0	MI-538	mapped	exact
MIGLITOL	miglitol	269.0	MIGLITOL	mapped	exact
MIR96-IN-1	mir96-in-1	4018.0	MIR96-IN-1	mapped	exact
MITHRAMYCIN	mithramycin	95.0	MITHRAMYCIN	mapped	exact
MK-0354	mk-0354	2210.0	MK-0354	mapped	exact
MK-0557	mk-0557	4075.0	MK-0557	mapped	exact
MK-0752	mk-0752	1503.0	MK-0752	mapped	exact
MK-0812	mk-0812	2514.0	MK-0812	mapped	exact
MK-1775	mk-1775	3.0	MK-1775	mapped	exact
MK-2048	mk-2048	1987.0	MK-2048	mapped	exact
MK-2206	mk-2206	16.0	MK-2206	mapped	exact
MK-2461	mk-2461	1883.0	MK-2461	mapped	exact
MK-3207	mk-3207	2889.0	MK-3207	mapped	exact
MK-4101	mk-4101	3979.0	MK-4101	mapped	exact
MK-4541	mk-4541	17.0	MK-4541	mapped	exact
MK-5108	mk-5108	19.0	MK-5108	mapped	exact
MK-8033	mk-8033	2417.0	MK-8033	mapped	exact
MK-8245	mk-8245	1847.0	MK-8245	mapped	exact
MK-8745	mk-8745	1685.0	MK-8745	mapped	exact
MK-8776	mk-8776	2400.0	MK-8776	mapped	exact
MK-886	mk-886	2221.0	MK-886	mapped	exact
MKC-1	mkc-1	3623.0	MKC-1	mapped	exact
MKC3946	mkc3946	3707.0	MKC3946	mapped	exact
ML141	ml141	2238.0	ML141	mapped	exact
ML216	ml216	2164.0	ML216	mapped	exact
ML226	ml226	3947.0	ML226	mapped	exact
ML240	ml240	2543.0	ML240	mapped	exact
ML264	ml264	4121.0	ML264	mapped	exact
ML315	ml315	2700.0	ML315	mapped	exact
ML323	ml323	3945.0	ML323	mapped	exact
ML324	ml324	2166.0	ML324	mapped	exact
ML327	ml327	2548.0	ML327	mapped	exact
ML329	ml329	2766.0	ML329	mapped	exact
ML347	ml347	2385.0	ML347	mapped	exact
ML364	ml364	3543.0	ML364	mapped	exact
ML369	ml369	2719.0	ML369	mapped	exact
ML390	ml390	2353.0	ML390	mapped	exact
MLN120B	mln120b	2096.0	MLN120B	mapped	exact
MLN8054	mln8054	1690.0	MLN8054	mapped	exact
MLS-0090801.0001	mls-0090801.0001	2366.0	MLS-0090801.0001	mapped	exact
MLS002232309	mls002232309	3519.0	MLS002232309	mapped	exact
MLS002695992	mls002695992	2049.0	MLS002695992	mapped	exact
MLS002702854	mls002702854	3901.0	MLS002702854	mapped	exact
MM-102	mm-102	1992.0	MM-102	mapped	exact
MMP INHIBITOR V	mmp inhibitor v	3948.0	MMP INHIBITOR V	mapped	exact
MOEXIPRIL HYDROCHLORIDE	moexipril hydrochloride	850.0	MOEXIPRIL HYDROCHLORIDE	mapped	exact
MONTELUKAST SODIUM	montelukast sodium	1789.0	MONTELUKAST SODIUM	mapped	exact
MORICIZINE	moricizine	5581.0	MORICIZINE	mapped	exact
MOXALACTAM DISODIUM	moxalactam disodium	1136.0	MOXALACTAM DISODIUM	mapped	exact
MOXONIDINE	moxonidine	594.0	MOXONIDINE	mapped	exact
MPEP	mpep	1273.0	MPEP	mapped	exact
MPI-0479605	mpi-0479605	2439.0	MPI-0479605	mapped	exact
MPT0B098	mpt0b098	2335.0	MPT0B098	mapped	exact
MRK003	mrk003	22.0	MRK003	mapped	exact
MRS 2578	mrs 2578	1728.0	MRS 2578	mapped	exact
MRT 68601 hydrochloride	mrt 68601 hydrochloride	2304.0	MRT 68601 hydrochloride	mapped	exact
MRT-83	mrt-83	3983.0	MRT-83	mapped	exact
MRT67307	mrt67307	2470.0	MRT67307	mapped	exact
MSC2530818	msc2530818	3661.0	MSC2530818	mapped	exact
MT-DADMe-ImmA	mt-dadme-imma	3898.0	MT-DADMe-ImmA	mapped	exact
MX69	mx69	4221.0	MX69	mapped	exact
Macitentan	macitentan	1718.0	Macitentan	mapped	exact
Magnolol	magnolol	972.0	Magnolol	mapped	exact
Malonoben	malonoben	641.0	Malonoben	mapped	exact
Manassantin A	manassantin a	4050.0	Manassantin A	mapped	exact
Manidipine dihydrochloride	manidipine dihydrochloride	1054.0	Manidipine dihydrochloride	mapped	exact
Maprotiline hydrochloride	maprotiline hydrochloride	960.0	Maprotiline hydrochloride	mapped	exact
Maraviroc	maraviroc	152.0	Maraviroc	mapped	exact
Marbofloxacin	marbofloxacin	864.0	Marbofloxacin	mapped	exact
Marimastat	marimastat	3949.0	Marimastat	mapped	exact
Martinostat	martinostat	3839.0	Martinostat	mapped	exact
Masitinib	masitinib	1575.0	Masitinib	mapped	exact
Maslinic acid	maslinic acid	4004.0	Maslinic acid	mapped	exact
Masoprocol	masoprocol	2571.0	Masoprocol	mapped	exact
Matrine	matrine	996.0	Matrine	mapped	exact
Mavacamten	mavacamten	4125.0	Mavacamten	mapped	exact
Mavelertinib	mavelertinib	3683.0	Mavelertinib	mapped	exact
Mdivi-1	mdivi-1	1287.0	Mdivi-1	mapped	exact
Me-5	me-5	8357.0	Me-5	mapped	exact
Mebutamate	mebutamate	328.0	Mebutamate	mapped	exact
Mecarbinate	mecarbinate	1191.0	Mecarbinate	mapped	exact
Meclinertant	meclinertant	2208.0	Meclinertant	mapped	exact
Meclizine dihydrochloride	meclizine dihydrochloride	892.0	Meclizine dihydrochloride	mapped	exact
Medetomidine hydrochloride	medetomidine hydrochloride	938.0	Medetomidine hydrochloride	mapped	exact
Medroxyprogesterone acetate	medroxyprogesterone acetate	689.0	Medroxyprogesterone acetate	mapped	exact
Megestryl acetate	megestryl acetate	3405.0	Megestryl acetate	mapped	exact
Melatonin	melatonin	431.0	Melatonin	mapped	exact
Melphalan hydrochloride	melphalan hydrochloride	381.0	Melphalan hydrochloride	mapped	exact
Mepiroxol	mepiroxol	964.0	Mepiroxol	mapped	exact
Mepivacaine hydrochloride	mepivacaine hydrochloride	923.0	Mepivacaine hydrochloride	mapped	exact
Merck-22-6	merck-22-6	2667.0	Merck-22-6	mapped	exact
Merestinib	merestinib	3729.0	Merestinib	mapped	exact
Mesna disulfide	mesna disulfide	3556.0	Mesna disulfide	mapped	exact
Metacept-3	metacept-3	3184.0	Metacept-3	mapped	exact
Metarrestin	metarrestin	2364.0	Metarrestin	mapped	exact
Metenkephalin	metenkephalin	3557.0	Metenkephalin	mapped	exact
Methyl hesperidin	methyl hesperidin	1366.0	Methyl hesperidin	mapped	exact
Methylene Blue cation	methylene blue cation	3306.0	Methylene Blue cation	mapped	exact
Methylhydantoin-5-(D)	methylhydantoin-5-(d)	1244.0	Methylhydantoin-5-(D)	mapped	exact
Methylscopolamine	methylscopolamine	950.0	Methylscopolamine	mapped	exact
Metoprolol tartrate	metoprolol tartrate	2051.0	Metoprolol tartrate	mapped	exact
Mevastatin	mevastatin	893.0	Mevastatin	mapped	exact
Mexiletine hydrochloride	mexiletine hydrochloride	782.0	Mexiletine hydrochloride	mapped	exact
Mianserin hydrochloride	mianserin hydrochloride	933.0	Mianserin hydrochloride	mapped	exact
Mibefradil	mibefradil	4976.0	Mibefradil	mapped	exact
Miconazole nitrate	miconazole nitrate	934.0	Miconazole nitrate	mapped	exact
Midostaurin	midostaurin	2116.0	Midostaurin	mapped	exact
Miglustat	miglustat	324.0	Miglustat	mapped	exact
Milademetan	milademetan	3604.0	Milademetan	mapped	exact
Milciclib	milciclib	1746.0	Milciclib	mapped	exact
Milnacipran hydrochloride	milnacipran hydrochloride			ambiguous	ambiguous
Minoxidil sulphate	minoxidil sulphate	241.0	Minoxidil sulphate	mapped	exact
Mirabegron	mirabegron	1525.0	Mirabegron	mapped	exact
Mitapivat	mitapivat	2525.0	Mitapivat	mapped	exact
Mitiglinide calcium	mitiglinide calcium	4170.0	Mitiglinide calcium	mapped	exact
Mitoxantrone hydrochloride	mitoxantrone hydrochloride	841.0	Mitoxantrone hydrochloride	mapped	exact
Mivebresib	mivebresib	2326.0	Mivebresib	mapped	exact
Mizolastine	mizolastine	2757.0	Mizolastine	mapped	exact
Mocetinostat	mocetinostat	1524.0	Mocetinostat	mapped	exact
Moguisteine	moguisteine	914.0	Moguisteine	mapped	exact
MolMap_000049	molmap_000049	3186.0	MolMap_000049	mapped	exact
Molidustat	molidustat	4053.0	Molidustat	mapped	exact
Monatepil	monatepil	2775.0	Monatepil	mapped	exact
Monobenzone	monobenzone	706.0	Monobenzone	mapped	exact
Morin hydrate	morin hydrate	3973.0	Morin hydrate	mapped	exact
Moroxydine	moroxydine	2846.0	Moroxydine	mapped	exact
Moroxydine hydrochloride	moroxydine hydrochloride	985.0	Moroxydine hydrochloride	mapped	exact
Mosapride	mosapride	3257.0	Mosapride	mapped	exact
Mosapride citrate	mosapride citrate	1034.0	Mosapride citrate	mapped	exact
Motesanib	motesanib	2067.0	Motesanib	mapped	exact
Motesanib diphosphate	motesanib diphosphate	1729.0	Motesanib diphosphate	mapped	exact
Motolimod	motolimod	4093.0	Motolimod	mapped	exact
Moxifloxacin hydrochloride	moxifloxacin hydrochloride	1005.0	Moxifloxacin hydrochloride	mapped	exact
Moxifloxacin hydrochloride monohydrate	moxifloxacin hydrochloride monohydrate	2952.0	Moxifloxacin hydrochloride monohydrate	mapped	exact
Mozavaptan	mozavaptan	1032.0	Mozavaptan	mapped	exact
Mps1-IN-1	mps1-in-1	3738.0	Mps1-IN-1	mapped	exact
Mubritinib	mubritinib	1450.0	Mubritinib	mapped	exact
Myricitrin	myricitrin	1339.0	Myricitrin	mapped	exact
N-Acetyl-L-cysteine	n-acetyl-l-cysteine	760.0	N-Acetyl-L-cysteine	mapped	exact
N-Desmethyl Imatinib	n-desmethyl imatinib	2308.0	N-Desmethyl Imatinib	mapped	exact
N-[(E)-1-(2-pyridyl)ethylideneamino]azetidine-1-carbothioamide	n-[(e)-1-(2-pyridyl)ethylideneamino]azetidine-1-carbothioamide	424.0	N-[(E)-1-(2-pyridyl)ethylideneamino]azetidine-1-carbothioamide	mapped	exact
N-[2,6-Dimethoxy-4-methyl-5-[3-(trifluoromethyl)phenoxy]quinolin-8-yl]pentane-1,4-diamine	n-[2,6-dimethoxy-4-methyl-5-[3-(trifluoromethyl)phenoxy]quinolin-8-yl]pentane-1,4-diamine	8372.0	N-[2,6-Dimethoxy-4-methyl-5-[3-(trifluoromethyl)phenoxy]quinolin-8-yl]pentane-1,4-diamine	mapped	exact
N-[2-[[3-(4-chlorophenyl)prop-2-enyl-methylamino]methyl]phenyl]-N-(2-hydroxyethyl)-4-methoxybenzenesulfonamide	n-[2-[[3-(4-chlorophenyl)prop-2-enyl-methylamino]methyl]phenyl]-n-(2-hydroxyethyl)-4-methoxybenzenesulfonamide	8375.0	N-[2-[[3-(4-chlorophenyl)prop-2-enyl-methylamino]methyl]phenyl]-N-(2-hydroxyethyl)-4-methoxybenzenesulfonamide	mapped	exact
N-methyl-D-aspartic acid	n-methyl-d-aspartic acid	786.0	N-methyl-D-aspartic acid	mapped	exact
N6-Methyladenosine	n6-methyladenosine	1007.0	N6-Methyladenosine	mapped	exact
NAFCILLIN SODIUM	nafcillin sodium	1795.0	NAFCILLIN SODIUM	mapped	exact
NAFTOPIDIL DIHYDROCHLORIDE	naftopidil dihydrochloride	1700.0	NAFTOPIDIL DIHYDROCHLORIDE	mapped	exact
NAPHAZOLINE HYDROCHLORIDE	naphazoline hydrochloride	754.0	NAPHAZOLINE HYDROCHLORIDE	mapped	exact
NAPROXEN	naproxen	1064.0	NAPROXEN	mapped	exact
NATAMYCIN	natamycin			ambiguous	ambiguous
NBI-74330	nbi-74330	3969.0	NBI-74330	mapped	exact
NCGC00014650-03	ncgc00014650-03	3049.0	NCGC00014650-03	mapped	exact
NCGC00014911-01	ncgc00014911-01	3162.0	NCGC00014911-01	mapped	exact
NCGC00016330-01	ncgc00016330-01	3385.0	NCGC00016330-01	mapped	exact
NCGC00016552-01	ncgc00016552-01	3343.0	NCGC00016552-01	mapped	exact
NCGC00016641-01	ncgc00016641-01	3329.0	NCGC00016641-01	mapped	exact
NCGC00016645-01	ncgc00016645-01	2944.0	NCGC00016645-01	mapped	exact
NCGC00016752-02	ncgc00016752-02	3490.0	NCGC00016752-02	mapped	exact
NCGC00016797-04	ncgc00016797-04	3338.0	NCGC00016797-04	mapped	exact
NCGC00017223-03	ncgc00017223-03	3163.0	NCGC00017223-03	mapped	exact
NCGC00017244-05	ncgc00017244-05	3399.0	NCGC00017244-05	mapped	exact
NCGC00017254-02	ncgc00017254-02	3068.0	NCGC00017254-02	mapped	exact
NCGC00017354-06	ncgc00017354-06	3336.0	NCGC00017354-06	mapped	exact
NCGC00017394-08	ncgc00017394-08	3235.0	NCGC00017394-08	mapped	exact
NCGC00018159-01	ncgc00018159-01	3035.0	NCGC00018159-01	mapped	exact
NCGC00021305-08	ncgc00021305-08	2936.0	NCGC00021305-08	mapped	exact
NCGC00021925-04	ncgc00021925-04	3384.0	NCGC00021925-04	mapped	exact
NCGC00025091-04	ncgc00025091-04	3242.0	NCGC00025091-04	mapped	exact
NCGC00025235-01	ncgc00025235-01	3044.0	NCGC00025235-01	mapped	exact
NCGC00090782-07	ncgc00090782-07	3356.0	NCGC00090782-07	mapped	exact
NCGC00090797-11	ncgc00090797-11	3392.0	NCGC00090797-11	mapped	exact
NCGC00090808-03	ncgc00090808-03	3323.0	NCGC00090808-03	mapped	exact
NCGC00091032-08	ncgc00091032-08	3218.0	NCGC00091032-08	mapped	exact
NCGC00091109-03	ncgc00091109-03	3483.0	NCGC00091109-03	mapped	exact
NCGC00094763-03	ncgc00094763-03	3022.0	NCGC00094763-03	mapped	exact
NCGC00095055-03	ncgc00095055-03	3293.0	NCGC00095055-03	mapped	exact
NCGC00095145-01	ncgc00095145-01	3138.0	NCGC00095145-01	mapped	exact
NCGC00095245-01	ncgc00095245-01	3215.0	NCGC00095245-01	mapped	exact
NCGC00096095-02	ncgc00096095-02	2943.0	NCGC00096095-02	mapped	exact
NCGC00142605-03	ncgc00142605-03	3197.0	NCGC00142605-03	mapped	exact
NCGC00142624-04	ncgc00142624-04	3482.0	NCGC00142624-04	mapped	exact
NCGC00160515-03	ncgc00160515-03	3470.0	NCGC00160515-03	mapped	exact
NCGC00160531-01	ncgc00160531-01	3277.0	NCGC00160531-01	mapped	exact
NCGC00161622-03	ncgc00161622-03	3494.0	NCGC00161622-03	mapped	exact
NCGC00161834-01	ncgc00161834-01	2981.0	NCGC00161834-01	mapped	exact
NCGC00161927-01	ncgc00161927-01	3560.0	NCGC00161927-01	mapped	exact
NCGC00162383-02	ncgc00162383-02	3317.0	NCGC00162383-02	mapped	exact
NCGC00162409-03	ncgc00162409-03	3237.0	NCGC00162409-03	mapped	exact
NCGC00162423-03	ncgc00162423-03	3069.0	NCGC00162423-03	mapped	exact
NCGC00163424-03	ncgc00163424-03	3178.0	NCGC00163424-03	mapped	exact
NCGC00163474-05	ncgc00163474-05	3167.0	NCGC00163474-05	mapped	exact
NCGC00163532-01	ncgc00163532-01	3070.0	NCGC00163532-01	mapped	exact
NCGC00163547-01	ncgc00163547-01	2986.0	NCGC00163547-01	mapped	exact
NCGC00163548-02	ncgc00163548-02	3318.0	NCGC00163548-02	mapped	exact
NCGC00164566-02	ncgc00164566-02	3276.0	NCGC00164566-02	mapped	exact
NCGC00164596-01	ncgc00164596-01	8360.0	NCGC00164596-01	mapped	exact
NCGC00164600-03	ncgc00164600-03	3005.0	NCGC00164600-03	mapped	exact
NCGC00164604-03	ncgc00164604-03	3275.0	NCGC00164604-03	mapped	exact
NCGC00164789-05	ncgc00164789-05	2975.0	NCGC00164789-05	mapped	exact
NCGC00165782-02	ncgc00165782-02	3281.0	NCGC00165782-02	mapped	exact
NCGC00165790-01	ncgc00165790-01	8374.0	NCGC00165790-01	mapped	exact
NCGC00165799-02	ncgc00165799-02	3578.0	NCGC00165799-02	mapped	exact
NCGC00166236-01	ncgc00166236-01	3012.0	NCGC00166236-01	mapped	exact
NCGC00167431-02	ncgc00167431-02	3062.0	NCGC00167431-02	mapped	exact
